Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
C6SV45	Q9VSE6	SPN-A-RA	RECQ4		CG7487|DMEL_CG7487		FBGN0040290	15575970:0018:HT
C6SV45	Q9VSR3	SPN-A-RA	ORB2		CG43782		FBGN0264307	15575970:0018:HT
C6SV45	Q9VVA9	SPN-A-RA	Q9VVA9		CG9715|DMEL_CG9715		FBGN0036668	15710747:0399:HT|15710747:0018:HT
C6SV45	Q9VWC8	SPN-A-RA	PMP70		CG12703|DMEL_CG12703		FBGN0031069	14605208:0398:HT|20353594:0007:LC|14605208:0018:HT
C6SV45	Q9VXE5	SPN-A-RA	MBT		CG18582		FBGN0025743	15575970:0018:HT
C6SV45	Q9VXR9	SPN-A-RA	Q9VXR9		CG8128|DMEL_CG8128		FBGN0030668	15575970:0018:HT
C6SV45	Q9W0Q1	SPN-A-RA	HIPK		CG17090|DMEL_CG17090		FBGN0035142	15710747:0399:HT|15710747:0018:HT
C6SV45	Q9W102	SPN-A-RA	ORC4		CG2917|DMEL_CG2917		FBGN0023181	15575970:0018:HT
C6SV45	Q9W123	SPN-A-RA	POF		CG3691		FBGN0035047	15710747:0399:HT|15710747:0018:HT
C6SV45	Q9W135	SPN-A-RA	Q9W135		CG42360|DMEL_CG42360		FBGN0259742	15710747:0399:HT|15710747:0018:HT
C6SV45	Q9W157	SPN-A-RA	BRCA2		CG30169		FBGN0050169	15710747:0399:HT|15710747:0018:HT
C6SV45	Q9W321	SPN-A-RA	NEJ		CG15319|DMEL_CG15319		FBGN0261617	15575970:0018:HT
C6SV45	Q9W4K1	SPN-A-RA	RB		CG11427|DMEL_CG11427		FBGN0003210	15710747:0399:HT|15710747:0018:HT
C6SV45	Q9XZU7	SPN-A-RA	BIP2		CG2009		FBGN0026262	15710747:0399:HT|15710747:0018:HT
C6SV45	Q9Y145	SPN-A-RA	BCDNA.GH04978		CG7028|DMEL_CG7028		FBGN0027587	15710747:0399:HT|15710747:0018:HT
C6TP70	E2QDA1	14-3-3EPSILON-RA	KARR		CG15323|DMEL_CG15323		FBGN0040784	14605208:0398:HT|14605208:0018:HT
C6TP70	M9PE01	14-3-3EPSILON-RA	EIP63E		CG10579|DMEL_CG10579		FBGN0005640	15575970:0018:HT
C6TP70	Q0KHR4	14-3-3EPSILON-RA	MEI-218		CG8923|DMEL_CG8923		FBGN0002709	14605208:0018:HT
C6TP70	Q24475	14-3-3EPSILON-RA	RPR		CG4319		FBGN0011706	15710747:0399:HT|15710747:0018:HT
C6TP70	Q7JVK8	14-3-3EPSILON-RA	Q7JVK8		CG5323|DMEL_CG5323		FBGN0034362	14605208:0398:HT|14605208:0018:HT
C6TP70	Q7KW14	14-3-3EPSILON-RA	Q7KW14		CG32809		FBGN0023531	14605208:0398:HT|14605208:0018:HT
C6TP70	Q8IRH5	14-3-3EPSILON-RA	Q8IRH5		CG2199		FBGN0035213	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9V3S3	14-3-3EPSILON-RA	PROTA		CG4479|DMEL_CG4479		FBGN0013300	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VBJ6	14-3-3EPSILON-RA	Q9VBJ6		CG14540|DMEL_CG14540		FBGN0039398	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VDK2	14-3-3EPSILON-RA	Q9VDK2		CG5466|DMEL_CG5466		FBGN0038815	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VFT9	14-3-3EPSILON-RA	CG9269-RA		CG9269|DMEL_CG9269		FBGN0038161	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VG03	14-3-3EPSILON-RA	Q9VG03		CG11656|DMEL_CG11656		FBGN0038109	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VJ98	14-3-3EPSILON-RA	Q9VJ98		CG5783|DMEL_CG5783		FBGN0032670	15575970:0018:HT
C6TP70	Q9VKR2	14-3-3EPSILON-RA	CG17118		CG6443|DMEL_CG6443		FBGN0032290	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VNI5	14-3-3EPSILON-RA	Q9VNI5		CG10979|DMEL_CG10979		FBGN0037379	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VP84	14-3-3EPSILON-RA	Q9VP84		CG10581|DMEL_CG10581		FBGN0037046	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VQQ9	14-3-3EPSILON-RA	SEC5		CG8843		FBGN0266670	15710747:0399:HT|15710747:0018:HT
C6TP70	Q9VQS5	14-3-3EPSILON-RA	CHE-13		CG8853		FBGN0031550	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VQW5	14-3-3EPSILON-RA	CG15423-RA		CG15423|DMEL_CG15423		FBGN0031580	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9VYA4	14-3-3EPSILON-RA	Q9VYA4		CG11164|DMEL_CG11164		FBGN0030507	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9W0V1	14-3-3EPSILON-RA	PDK1		CG1210		FBGN0020386	14605208:0398:HT|14605208:0018:HT
C6TP70	Q9XYW6	14-3-3EPSILON-RA	STUB1		CG5203|DMEL_CG5203		FBGN0027052	14605208:0398:HT|14605208:0018:HT
C6TP81	P02516	CG5315-RB	HSP23		CG4463		FBGN0001224	14605208:0018:HT
C6TP81	P02517	CG5315-RB	HSP26		CG4183		FBGN0001225	14605208:0018:HT
C6TP81	P10333	CG5315-RB	ACP26AA		CG8982		FBGN0002855	14605208:0018:HT
C6TP81	Q9V3A0	CG5315-RB	Q9V3A0		CG8997|DMEL_CG8997		FBGN0028920	14605208:0018:HT
C6TP81	Q9V452	CG5315-RB	CHRAC-16		CG15736|DMEL_CG15736		FBGN0043001	14605208:0018:HT
C6TP81	Q9V9C8	CG5315-RB	DEBCL		CG33134|DMEL_CG33134		FBGN0029131	14605208:0018:HT
C6TP81	Q9W256	CG5315-RB	MES4		CG11301|DMEL_CG11301		FBGN0034726	14605208:0018:HT
C6TP81	Q9W2N0	CG5315-RB	CPA		CG10540		FBGN0034577	14605208:0018:HT
C7LA80	Q24400	PFK-RC	MLP84B		CG10699		FBGN0014863	14605208:0018:HT
C7LA80	Q9VG62	PFK-RC	TRUS		CG5333|DMEL_CG5333		FBGN0038055	14605208:0018:HT
C7LA94	P54358	C7LA94	DNAPOL-DELTA		CG5949		FBGN0263600	15710747:0399:HT|15710747:0018:HT
C7LA94	Q05856	C7LA94	SMB		CG5352		FBGN0262601	14605208:0398:HT|14605208:0018:HT
C7LA94	Q0E8J3	C7LA94	ZORMIN		CG33484|DMEL_CG33484		FBGN0052311	14605208:0398:HT|14605208:0018:HT
C7LAB6	Q8SZF1	FAB1-RA	SPN-B		CG3325		FBGN0003480	15710747:0399:HT|15710747:0018:HT
C7LAE9	P20348	CG32809-RB	JANA		CG7933		FBGN0001280	14605208:0018:HT
C7LAE9	P92177	CG32809-RB	14-3-3EPSILON		CG31196		FBGN0020238	14605208:0018:HT
C7LAE9	Q00168	CG32809-RB	CAMKII		CG18069		FBGN0264607	14605208:0018:HT
C7LAE9	Q7JXA8	CG32809-RB	RHI		CG10683|DMEL_CG10683		FBGN0004400	14605208:0018:HT
C7LAE9	Q7JXF5	CG32809-RB	NUP62		CG6251|DMEL_CG6251		FBGN0034118	14605208:0018:HT
C7LAE9	Q8IRJ8	CG32809-RB	THOC7		CG17143		FBGN0035110	14605208:0018:HT
C7LAE9	Q9V564	CG32809-RB	Q9V564		CG1968		FBGN0033401	14605208:0018:HT
C7LAE9	Q9VFD3	CG32809-RB	Q9VFD3		CG42788|DMEL_CG42788		FBGN0261859	14605208:0018:HT
C7LAE9	Q9VJY8	CG32809-RB	Q9VJY8		CG9293|DMEL_CG9293		FBGN0032516	14605208:0018:HT
C7LAE9	Q9VK90	CG32809-RB	Q9VK90		CG5446|DMEL_CG5446		FBGN0032429	14605208:0018:HT
C7LAE9	Q9VMQ8	CG32809-RB	VPS52		CG7371|DMEL_CG7371		FBGN0031710	14605208:0018:HT
C7LAE9	Q9VPU1	CG32809-RB	DOCK		CG3727|DMEL_CG3727		FBGN0010583	14605208:0018:HT
C7LAE9	Q9VQV0	CG32809-RB	Q9VQV0		CG31958|DMEL_CG31958		FBGN0051958	14605208:0018:HT
C7LAE9	Q9VSD3	CG32809-RB	FAN		CG7919|DMEL_CG7919		FBGN0028379	14605208:0018:HT
C7LAE9	Q9VVA7	CG32809-RB	TSG101		CG9712|DMEL_CG9712		FBGN0036666	15710747:0018:HT
C7LAE9	Q9VVT5	CG32809-RB	DYSB		CG6856		FBGN0036819	14605208:0018:HT
C7LAE9	Q9VXT4	CG32809-RB	Q9VXT4		CG32584|CG42299|DMEL_CG42299		FBGN0259195	14605208:0018:HT
C7LAE9	Q9VYA4	CG32809-RB	Q9VYA4		CG11164|DMEL_CG11164		FBGN0030507	14605208:0018:HT
C7LAE9	Q9Y0S9	CG32809-RB	ABI		CG9749|DMEL_CG9749		FBGN0020510	14605208:0018:HT
C7LAF6	O96692	RDX-RA	RAP2L		CG3204|DMEL_CG3204		FBGN0025806	15710747:0018:HT
C8VV30	O46070	TWS-RB	EG:25E8.4		CG2865|DMEL_CG2865		FBGN0023526	15575970:0018:HT
C8VV30	P42003	TWS-RB	MAD		CG12399		FBGN0011648	15575970:0018:HT
C8VV30	Q7JXC4	TWS-RB	P32		CG6459|DMEL_CG6459		FBGN0034259	15575970:0018:HT
C8VV30	Q7K306	TWS-RB	CDK4		CG5072|DMEL_CG5072		FBGN0016131	15575970:0018:HT
C8VV30	Q7KJ69	TWS-RB	SKPB		CG8881|DMEL_CG8881		FBGN0026176	15575970:0018:HT
C8VV30	Q9I7T7	TWS-RB	Q9I7T7		CG11505		FBGN0035424	14605208:0018:HT
C8VV30	Q9V3K7	TWS-RB	BG:DS09217.4		CG3793|DMEL_CG3793		FBGN0028507	15575970:0018:HT
C8VV30	Q9V4Z9	TWS-RB	LIN		CG11770		FBGN0002552	14605208:0018:HT
C8VV30	Q9VDY5	TWS-RB	UNC79		CG5237|DMEL_CG5237		FBGN0038693	15575970:0018:HT
C8VV30	Q9VX24	TWS-RB	Q9VX24		CG8173|DMEL_CG8173		FBGN0030864	14605208:0018:HT
C8VV67	D4G7C5	HRB98DE-RE	GR2A-RB					14605208:0018:HT
C8VV67	P61209	HRB98DE-RE	ARF79F		CG8385		FBGN0010348	14605208:0018:HT
C8VV67	Q8IN19	HRB98DE-RE	Q8IN19		CG31431|DMEL_CG31431		FBGN0051431	14605208:0018:HT
C8VV67	Q9VHC7	HRB98DE-RE	RUMP		CG9373|DMEL_CG9373		FBGN0267790	14605208:0018:HT
C8VV67	Q9VIY9	HRB98DE-RE	Q9VIY9		CG17568|DMEL_CG17568		FBGN0032763	14605208:0018:HT
C8VV67	Q9VXX0	HRB98DE-RE	Q9VXX0		CG9106|DMEL_CG9106		FBGN0030624	14605208:0018:HT
C8VV67	Q9W1M6	HRB98DE-RE	APT		CG5393|DMEL_CG5393		FBGN0015903	14605208:0018:HT
C8VV67	Q9XZ06	HRB98DE-RE	NUP93-1		CG11092|DMEL_CG11092		FBGN0027537	14605208:0018:HT
C8VV69	M9MS50	ACT57B-RA	SRPK79D		CG11489|DMEL_CG11489		FBGN0025702	14605208:0398:HT|14605208:0018:HT
C8VV69	P19538	ACT57B-RA	CI		CG2125		FBGN0004859	15710747:0018:HT
C8VV69	P48601	ACT57B-RA	RPT2		CG5289		FBGN0015282	14605208:0398:HT|14605208:0018:HT
C8VV69	P49905	ACT57B-RA	TAF12		CG17358		FBGN0011290	14605208:0398:HT|14605208:0018:HT
C8VV69	Q0E8R1	ACT57B-RA	VIR-1		CG31764|DMEL_CG31764		FBGN0043841	14605208:0398:HT|14605208:0018:HT
C8VV69	Q0E9F2	ACT57B-RA	SNS		CG33141|DMEL_CG33141		FBGN0024189	14605208:0398:HT|14605208:0018:HT
C8VV69	Q8IH92	ACT57B-RA	P53		CG33336		FBGN0039044	15575970:0018:HT
C8VV69	Q9I7J0	ACT57B-RA	Q9I7J0		CG5023|DMEL_CG5023		FBGN0038774	14605208:0398:HT|14605208:0018:HT
C8VV69	Q9VLU5	ACT57B-RA	WWOX		CG7221		FBGN0031972	14605208:0398:HT|14605208:0018:HT
C8VV69	Q9VVQ1	ACT57B-RA	ASTC-R1		CG7285|DMEL_CG7285		FBGN0036790	14605208:0398:HT|14605208:0018:HT
C8VV69	Q9W3V9	ACT57B-RA	NF-YC		CG3075|DMEL_CG3075		FBGN0029905	14605208:0398:HT|14605208:0018:HT
C8VV92	P09180	M(2)21AB-RG	RPL4		CG5502		FBGN0003279	14605208:0018:HT
C8VV92	P20354	M(2)21AB-RG	GALPHAS		CG2835		FBGN0001123	14605208:0018:HT
C8VV92	P48605	M(2)21AB-RG	CCTGAMMA		CG8977		FBGN0015019	14605208:0018:HT
C8VV92	Q7K569	M(2)21AB-RG	GPO-1		CG8256|DMEL_CG8256		FBGN0022160	14605208:0018:HT
C8VV92	Q9V3S7	M(2)21AB-RG	BCDNA.GH12326		CG17841|DMEL_CG17841		FBGN0028480	14605208:0018:HT
C8VV92	Q9V3Z4	M(2)21AB-RG	RPN5		CG1100|DMEL_CG1100		FBGN0028690	14605208:0018:HT
C8VV92	Q9VGN4	M(2)21AB-RG	SALS		CG31374|DMEL_CG31374		FBGN0051374	14605208:0018:HT
C8VV92	Q9VHJ3	M(2)21AB-RG	E(VAR)3-9		CG11971|DMEL_CG11971		FBGN0260243	14605208:0018:HT
C8VV92	Q9VKS2	M(2)21AB-RG	Q9VKS2		CG17107|DMEL_CG17107		FBGN0032281	14605208:0018:HT
C8VV92	Q9VS80	M(2)21AB-RG	CG8539-RA		CG8539|DMEL_CG8539		FBGN0035791	14605208:0018:HT
C8VV92	Q9VX97	M(2)21AB-RG	CG4880-RA		CG4880|DMEL_CG4880		FBGN0030803	14605208:0018:HT
C8VV92	Q9VZF4	M(2)21AB-RG	AGO		CG15010		FBGN0041171	15710747:0018:HT
C8VV92	Q9W1B5	M(2)21AB-RG	CG3209-RA		CG3209|DMEL_CG3209		FBGN0034971	14605208:0018:HT
C8VV92	Q9W4R3	M(2)21AB-RG	DIP-ALPHA		CG32791|DMEL_CG32791		FBGN0052791	14605208:0018:HT
C9QPE7	Q9W221	CG5171-RC	CG13510-RA	CG5171|DMEL_CG5171	CG13510|DMEL_CG13510	FBGN0031907	FBGN0034758	14605208:0398:HT|14605208:0018:HT
D0IQG6	Q9NJH0	RGK3	EF1GAMMA	CG34397|DMEL_CG34397	CG11901	FBGN0085426	FBGN0029176	14605208:0018:HT
D0IQG6	Q9VW57	RGK3	GRASP65	CG34397|DMEL_CG34397	CG7809|DMEL_CG7809	FBGN0085426	FBGN0036919	14605208:0018:HT
D0IQG6	Q9VYN8	RGK3	TEN-A	CG34397|DMEL_CG34397	CG42338	FBGN0085426	FBGN0267001	14605208:0018:HT
D0IQH1	P08646	QUA-RB	RAS85D		CG9375		FBGN0003205	15710747:0399:HT|15710747:0018:HT
D0IQJ2	Q8MQW8	INDY-RB	SPRI		CG33175|CG34414		FBGN0085443	14605208:0398:HT|14605208:0018:HT
D0IQJ2	Q9VBS5	INDY-RB	Q9VBS5		CG10559|DMEL_CG10559		FBGN0039323	14605208:0398:HT|14605208:0018:HT
D0IQJ2	Q9VT49	INDY-RB	ZASP67		CG14168|DMEL_CG14168		FBGN0036044	14605208:0398:HT|14605208:0018:HT
D0IQJ2	Q9VWG6	INDY-RB	Q9VWG6		CG14204|DMEL_CG14204		FBGN0031032	14605208:0398:HT|14605208:0018:HT
D1YSG0	Q8SXP8	BT	TBPH	CG32019|DMEL_CG32019	CG10327|DMEL_CG10327	FBGN0005666	FBGN0025790	14605208:0018:HT
D1YSG0	Q9VGC7	BT	EIF3-S7-2	CG32019|DMEL_CG32019	CG4810	FBGN0005666	FBGN0037994	14605208:0018:HT
D1YSG0	Q9VTH8	BT	Q9VTH8	CG32019|DMEL_CG32019	CG6163|DMEL_CG6163	FBGN0005666	FBGN0036155	14605208:0018:HT
D1Z373	Q24133	ERF1-RC	DNAJ-1		CG10578		FBGN0263106	14605208:0398:HT|14605208:0018:HT
D1Z373	Q960T2	ERF1-RC	SAP47		CG8884		FBGN0013334	14605208:0398:HT|14605208:0018:HT
D1Z385	P02516	SESB-RD	HSP23		CG4463		FBGN0001224	14605208:0018:HT
D1Z385	P39768	SESB-RD	OPA		CG1133		FBGN0003002	14605208:0018:HT
D1Z385	P48603	SESB-RD	CPB		CG17158		FBGN0011570	14605208:0018:HT
D1Z385	Q8T3Y0	SESB-RD	SINAH		CG13030		FBGN0259794	14605208:0018:HT
D1Z385	Q9V3Z9	SESB-RD	BG:DS00180.3		CG16884|DMEL_CG16884		FBGN0028544	14605208:0018:HT
D1Z385	Q9V9V9	SESB-RD	Q9V9V9		CG11539		FBGN0039859	14605208:0018:HT
D1Z385	Q9VGK1	SESB-RD	CG18476-RA		CG18476|DMEL_CG18476		FBGN0037931	14605208:0018:HT
D1Z385	Q9VI35	SESB-RD	Q9VI35		CG31482|DMEL_CG31482		FBGN0051482	14605208:0018:HT
D2NUH5	Q8SY67	PXN-RE	Q8SY67		CG6429|DMEL_CG6429		FBGN0046999	14605208:0398:HT|14605208:0018:HT
D2NUH5	Q9VIX1	PXN-RE	LECTIN-GALC1		CG9976|DMEL_CG9976		FBGN0016675	14605208:0398:HT|14605208:0018:HT
D3DME0	O17445	CG34379-RG	RPL15		CG17420		FBGN0028697	14605208:0398:HT|14605208:0018:HT
D3DME0	P39018	CG34379-RG	RPS19A		CG4464		FBGN0010412	14605208:0398:HT|14605208:0018:HT
D3DME0	Q02748	CG34379-RG	EIF-4A		CG9075		FBGN0001942	14605208:0398:HT|14605208:0018:HT
D3DME0	Q7JVY2	CG34379-RG	DUP		CG8171|DMEL_CG8171		FBGN0000996	14605208:0018:HT
D3DME0	Q7JWD3	CG34379-RG	Q7JWD3		CG1598		FBGN0033191	14605208:0398:HT|14605208:0018:HT
D3DME0	Q7JX82	CG34379-RG	KERMIT		CG11546|DMEL_CG11546		FBGN0010504	14605208:0398:HT|14605208:0018:HT
D3DME0	Q9VXQ7	CG34379-RG	Q9VXQ7		CG8206|DMEL_CG8206		FBGN0030679	14605208:0398:HT|14605208:0018:HT
D3DME0	Q9W478	CG34379-RG	Q9W478		CG3097|DMEL_CG3097		FBGN0029804	14605208:0398:HT|14605208:0018:HT
D3DMZ2	Q8T965	YIPPEE-RA	Q8T965		CG15676|DMEL_CG15676		FBGN0034651	14605208:0398:HT|14605208:0018:HT
D3DMZ9	M9PE01	TRX-2-RA	EIP63E		CG10579|DMEL_CG10579		FBGN0005640	15575970:0018:HT
D3DMZ9	P15330	TRX-2-RA	DL		CG6667		FBGN0260632	14605208:0018:HT
D3PFG0	P13060	TSG-RA	EF2		CG2238		FBGN0000559	14605208:0398:HT|14605208:0018:HT
D3PFG0	P23023	TSG-RA	DSX		CG11094		FBGN0000504	14605208:0398:HT|14605208:0018:HT
D3PFG0	Q7JWN2	TSG-RA	Q7JWN2		CG13159|DMEL_CG13159		FBGN0033721	14605208:0398:HT|14605208:0018:HT
D3PFG0	Q8INW0	TSG-RA	HAKAI		CG10263|DMEL_CG10263		FBGN0032812	14605208:0398:HT|14605208:0018:HT
D3PFG0	Q8IRR5	TSG-RA	SIRT4		CG3187		FBGN0029783	14605208:0398:HT|14605208:0018:HT
D3PFG0	Q9XTN4	TSG-RA	BRK		CG9653|DMEL_CG9653		FBGN0024250	14605208:0398:HT|14605208:0018:HT
D3PFG0	X2JDS9	TSG-RA	VSX2		CG33980|DMEL_CG33980		FBGN0263512	14605208:0398:HT|14605208:0018:HT
D4G7C5	P17917	GR2A-RB	PCNA		CG9193		FBGN0005655	14605208:0018:HT
D4G7C9	O44783	SPIR-RD	STY		CG1921		FBGN0014388	15710747:0018:HT
D5SHR2	O62535	CG6904-RA	ORG-1		CG11202		FBGN0021767	14605208:0398:HT|14605208:0018:HT
D5SHR2	P13098	CG6904-RA	E(SPL)		CG8365		FBGN0000591	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q7KUW4	CG6904-RA	CG7206-RB		CG7206|DMEL_CG7206		FBGN0030892	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q9VGE8	CG6904-RA	TK		CG14734		FBGN0037976	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q9VL48	CG6904-RA	Q9VL48		CG13131|DMEL_CG13131		FBGN0032175	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q9VMJ2	CG6904-RA	CG13996-RA		CG13996|DMEL_CG13996		FBGN0031763	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q9VPZ7	CG6904-RA	ROBO3		CG5423|DMEL_CG5423		FBGN0041097	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q9VR24	CG6904-RA	Q9VR24		CG15631|DMEL_CG15631		FBGN0031626	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q9VX51	CG6904-RA	Q9VX51		CG5613|DMEL_CG5613		FBGN0030839	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q9VZ45	CG6904-RA	MYO10A		CG43657|DMEL_CG43657		FBGN0263705	14605208:0398:HT|14605208:0018:HT
D5SHR2	Q9W392	CG6904-RA	Q9W392		CG7033|DMEL_CG7033		FBGN0030086	14605208:0398:HT|14605208:0018:HT
D5SHR2	X2J8L2	CG6904-RA	BEAT-IA		CG4846|DMEL_CG4846		FBGN0013433	14605208:0398:HT|14605208:0018:HT
D6W4V4	Q8MSB3	PICOT-RB	Q8MSB3		CG1602|DMEL_CG1602		FBGN0033186	14605208:0018:HT
E1JGL0	Q7JXC4	SBB	P32	CG5580|DMEL_CG5580	CG6459|DMEL_CG6459	FBGN0010575	FBGN0034259	14605208:0018:HT
E1JGL0	Q9VJU5	SBB	NIMC1	CG5580|DMEL_CG5580	CG8942|DMEL_CG8942	FBGN0010575	FBGN0259896	14605208:0018:HT
E1JGL8	G4LU05	E1JGL8	NETO	CG30122|DMEL_CG30122	CG44328|DMEL_CG44328	FBGN0050122	FBGN0265416	14605208:0018:HT
E1JGL8	P07764	E1JGL8	ALD	CG30122|DMEL_CG30122	CG6058	FBGN0050122	FBGN0000064	14605208:0018:HT
E1JGL8	Q05856	E1JGL8	SMB	CG30122|DMEL_CG30122	CG5352	FBGN0050122	FBGN0262601	14605208:0018:HT
E1JGL8	Q24537	E1JGL8	DSP1	CG30122|DMEL_CG30122	CG12223	FBGN0050122	FBGN0278608	14605208:0018:HT
E1JGL8	Q24560	E1JGL8	BETATUB56D	CG30122|DMEL_CG30122	CG9277	FBGN0050122	FBGN0003887	14605208:0018:HT
E1JGL8	Q8SX59	E1JGL8	Q8SX59	CG30122|DMEL_CG30122	CG9083	FBGN0050122	FBGN0035077	14605208:0018:HT
E1JGL8	Q94522	E1JGL8	SCSALPHA	CG30122|DMEL_CG30122	CG1065	FBGN0050122	FBGN0004888	14605208:0018:HT
E1JGL8	Q9NJH0	E1JGL8	EF1GAMMA	CG30122|DMEL_CG30122	CG11901	FBGN0050122	FBGN0029176	14605208:0018:HT
E1JGL8	Q9VHC7	E1JGL8	RUMP	CG30122|DMEL_CG30122	CG9373|DMEL_CG9373	FBGN0050122	FBGN0267790	14605208:0018:HT
E1JGL8	Q9VK58	E1JGL8	PIH1D1	CG30122|DMEL_CG30122	CG5792|DMEL_CG5792	FBGN0050122	FBGN0032455	14605208:0018:HT
E1JGL8	Q9VNV2	E1JGL8	Q9VNV2	CG30122|DMEL_CG30122	CG11523|DMEL_CG11523	FBGN0050122	FBGN0037156	14605208:0018:HT
E1JGL8	Q9VR26	E1JGL8	Q9VR26	CG30122|DMEL_CG30122	CG3294|DMEL_CG3294	FBGN0050122	FBGN0031628	14605208:0018:HT
E1JGL8	Q9VRA9	E1JGL8	RUNXB	CG30122|DMEL_CG30122	CG42267|DMEL_CG42267	FBGN0050122	FBGN0259162	14605208:0018:HT
E1JGL8	Q9VS34	E1JGL8	RPL18	CG30122|DMEL_CG30122	CG8615	FBGN0050122	FBGN0035753	14605208:0018:HT
E1JGL8	Q9W0D6	E1JGL8	CG7879-RB	CG30122|DMEL_CG30122	CG7879|DMEL_CG7879	FBGN0050122	FBGN0035235	14605208:0018:HT
E1JGP0	P19538	ACT57B-RC	CI		CG2125		FBGN0004859	15710747:0399:HT
E1JGP0	Q8IH92	ACT57B-RC	P53		CG33336		FBGN0039044	15575970:0018:HT
E1JGZ9	O96692	E1JGZ9	RAP2L	CG30382|DMEL_CG30382	CG3204|DMEL_CG3204	FBGN0050382	FBGN0025806	15710747:0018:HT
E1JH10	Q9VML8	RGR	RAU	CG8643|DMEL_CG8643	CG8965|DMEL_CG8965	FBGN0267792	FBGN0031745	15710747:0399:HT|15710747:0018:HT
E1JH43	Q9VHM7	DEN1	NOM	CG8493|DMEL_CG8493	CG8145|DMEL_CG8145	FBGN0033716	FBGN0037617	14605208:0398:HT|14605208:0018:HT
E1JH43	Q9VJ33	DEN1	NEDD8	CG8493|DMEL_CG8493	CG10679	FBGN0033716	FBGN0032725	14605208:0398:HT|18782863:0004:LC|14605208:0018:HT|18782863:0415:LC|18782863:0096:LC
E1JH43	Q9VMY2	DEN1	Q9VMY2	CG8493|DMEL_CG8493	CG14044|DMEL_CG14044	FBGN0033716	FBGN0031650	14605208:0398:HT|14605208:0018:HT
E1JH74	P29349	E1JH74	CSW	CG12963|DMEL_CG12963	CG3954	FBGN0034031	FBGN0000382	14605208:0018:HT
E1JHF9	Q8IR26	E1JHF9	CG32581-RA	CG14932|DMEL_CG14932	CG32581|DMEL_CG32581	FBGN0032375	FBGN0052581	14605208:0398:HT|14605208:0018:HT
E1JHF9	Q8T079	E1JHF9	Q8T079	CG14932|DMEL_CG14932	CG4747	FBGN0032375	FBGN0043456	14605208:0398:HT|14605208:0018:HT
E1JHF9	Q9VCV3	E1JHF9	Q9VCV3	CG14932|DMEL_CG14932	CG4813|DMEL_CG4813	FBGN0032375	FBGN0039013	14605208:0398:HT|14605208:0018:HT
E1JHF9	Q9VXP1	E1JHF9	Q9VXP1	CG14932|DMEL_CG14932	CG8974|DMEL_CG8974	FBGN0032375	FBGN0030693	14605208:0018:HT
E1JHK9	Q8IQE9	E1JHK9	FOXK	CG10283|DMEL_CG10283	CG11799|DMEL_CG11799	FBGN0032681	FBGN0036134	14605208:0018:HT
E1JHK9	Q9VPE4	E1JHK9	Q9VPE4	CG10283|DMEL_CG10283	CG5969	FBGN0032681	FBGN0036998	14605208:0398:HT|14605208:0018:HT
E1JHK9	Q9VWY5	E1JHK9	Q9VWY5	CG10283|DMEL_CG10283	CG7135|DMEL_CG7135	FBGN0032681	FBGN0030895	14605208:0398:HT|14605208:0018:HT
E1JHK9	X2JA38	E1JHK9	TWEEK	CG10283|DMEL_CG10283	CG42555|DMEL_CG42555	FBGN0032681	FBGN0261671	14605208:0018:HT
E1JHT5	F0JAJ6	MXT	DDC-RC	CG2950|DMEL_CG2950		FBGN0031637		14605208:0398:HT|14605208:0018:HT
E1JHT5	F0JAJ7	MXT	DDC-RB	CG2950|DMEL_CG2950		FBGN0031637		14605208:0018:HT
E1JHT5	P05031	MXT	DDC	CG2950|DMEL_CG2950	CG10697	FBGN0031637	FBGN0000422	14605208:0018:HT
E1JHT5	P48596	MXT	PU	CG2950|DMEL_CG2950	CG9441	FBGN0031637	FBGN0003162	14605208:0018:HT
E1JHT5	P48598	MXT	EIF-4E	CG2950|DMEL_CG2950	CG4035	FBGN0031637	FBGN0015218	26294658:0004:LC|23716590:0004:LC|23716590:0047:LC|23716590:0018:LC|26294658:0114:LC
