Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
A0A0C4DHD7	P02517	ALPHA-CATENIN-RELATED	HSP26	CG2987|DMEL_CG2987	CG4183	FBGN0029105	FBGN0001225	14605208:0398:HT|14605208:0018:HT
A0A0C4DHD7	Q23993	ALPHA-CATENIN-RELATED	NMO	CG2987|DMEL_CG2987	CG7892	FBGN0029105	FBGN0011817	14605208:0398:HT|14605208:0018:HT
A0A0C4DHD7	Q24175	ALPHA-CATENIN-RELATED	DAH	CG2987|DMEL_CG2987	CG6157|DMEL_CG6157	FBGN0029105	FBGN0015926	14605208:0398:HT|14605208:0018:HT
A0A0C4DHD7	Q4V5L1	ALPHA-CATENIN-RELATED	Q4V5L1	CG2987|DMEL_CG2987	CG15124|DMEL_CG15124	FBGN0029105	FBGN0034461	14605208:0398:HT|14605208:0018:HT
A0A0C4DHD7	Q7KUU5	ALPHA-CATENIN-RELATED	ALR	CG2987|DMEL_CG2987	CG12534|DMEL_CG12534	FBGN0029105	FBGN0031068	14605208:0398:HT|14605208:0018:HT
A0A0C4DHD7	Q7KWG9	ALPHA-CATENIN-RELATED	CG17018-RD	CG2987|DMEL_CG2987	CG17018|DMEL_CG17018	FBGN0029105	FBGN0039972	14605208:0398:HT|14605208:0018:HT
A0A0C4DHD7	Q9VK21	ALPHA-CATENIN-RELATED	Q9VK21	CG2987|DMEL_CG2987	CG9426|DMEL_CG9426	FBGN0029105	FBGN0032485	14605208:0398:HT|14605208:0018:HT
A0A0C4DHD7	Q9VV44	ALPHA-CATENIN-RELATED	CPR72EA	CG2987|DMEL_CG2987	CG4818|DMEL_CG4818	FBGN0029105	FBGN0036617	14605208:0398:HT|14605208:0018:HT
A0A0C4DHD7	Q9VYQ8	ALPHA-CATENIN-RELATED	USP7	CG2987|DMEL_CG2987	CG1490	FBGN0029105	FBGN0030366	14605208:0398:HT|14605208:0018:HT
A0A126GUP6	Q9VU13	MP1	Q9VU13	CG1102	CG17667|CG42709|DMEL_CG42709	FBGN0027930	FBGN0261674	14605208:0398:HT|14605208:0018:HT
A0AQH0	O61443	PROSBETA1	P38B	CG8392|DMEL_CG8392	CG7393	FBGN0010590	FBGN0024846	14605208:0398:HT|14605208:0018:HT
A0AQH0	Q0E8X9	PROSBETA1	YIP3	CG8392|DMEL_CG8392	CG13549|DMEL_CG13549	FBGN0010590	FBGN0040063	14605208:0398:HT|14605208:0018:HT
A0AQH0	Q9VHG1	PROSBETA1	VPS16A	CG8392|DMEL_CG8392	CG8454|DMEL_CG8454	FBGN0010590	FBGN0261241	14605208:0398:HT|14605208:0018:HT
A0AVV3	O18404	A0AVV3	SCU	CG10017|CG34340|DMEL_CG34340	CG7113	FBGN0085369	FBGN0021765	14605208:0018:HT
A0AVV3	Q24564	A0AVV3	MER	CG10017|CG34340|DMEL_CG34340	CG14228	FBGN0085369	FBGN0086384	14605208:0018:HT
A0AVV3	Q94901	A0AVV3	LARK	CG10017|CG34340|DMEL_CG34340	CG8597	FBGN0085369	FBGN0011640	14605208:0018:HT
A0AVV3	Q9VJN5	A0AVV3	WEK	CG10017|CG34340|DMEL_CG34340	CG4148	FBGN0085369	FBGN0001990	14605208:0018:HT
A0AVV3	Q9VKM6	A0AVV3	YL-1	CG10017|CG34340|DMEL_CG34340	CG4621	FBGN0085369	FBGN0032321	14605208:0018:HT
A0AVV3	Q9VNF6	A0AVV3	MTA1-LIKE	CG10017|CG34340|DMEL_CG34340	CG2244|DMEL_CG2244	FBGN0085369	FBGN0027951	14605208:0018:HT
A0AVV3	Q9VV44	A0AVV3	CPR72EA	CG10017|CG34340|DMEL_CG34340	CG4818|DMEL_CG4818	FBGN0085369	FBGN0036617	14605208:0018:HT
A1A714	Q9VIY9	A1A714	Q9VIY9	CG12004|DMEL_CG12004	CG17568|DMEL_CG17568	FBGN0035236	FBGN0032763	14605208:0398:HT|14605208:0018:HT
A1YK56	O44424	NUP107	ES2	CG6743	CG1474	FBGN0027868	FBGN0023506	14605208:0398:HT|14605208:0018:HT
A1YK56	P02844	NUP107	YP2	CG6743	CG2979	FBGN0027868	FBGN0005391	14605208:0398:HT|14605208:0018:HT
A1YK56	P18459	NUP107	PLE	CG6743	CG10118	FBGN0027868	FBGN0005626	14605208:0018:HT
A1YK56	Q95TK5	NUP107	Q95TK5	CG6743	CG1635|DMEL_CG1635	FBGN0027868	FBGN0039854	14605208:0398:HT|14605208:0018:HT
A1YK56	Q9VWG6	NUP107	Q9VWG6	CG6743	CG14204|DMEL_CG14204	FBGN0027868	FBGN0031032	14605208:0398:HT|14605208:0018:HT
A1YK56	Q9W2N5	NUP107	Q9W2N5	CG6743	CG3295|DMEL_CG3295	FBGN0027868	FBGN0034573	14605208:0398:HT|14605208:0018:HT
A1Z6E0	A1Z6E0	GUS	GUS	CG2944	CG2944	FBGN0026238	FBGN0026238	17189197:0114:LC
A1Z6E0	A1Z6K2	GUS	A1Z6K2	CG2944	CG14589|DMEL_CG14589	FBGN0026238	FBGN0033063	14605208:0398:HT|14605208:0018:HT
A1Z6E0	A1Z7R9	GUS	RAD201	CG2944	CG42382|DMEL_CG42382	FBGN0026238	FBGN0259728|FBGN0260438	14605208:0398:HT|14605208:0018:HT
A1Z6E0	A1ZBL9	GUS	PAR-1	CG2944	CG8201|DMEL_CG8201	FBGN0026238	FBGN0260934	14605208:0018:HT
A1Z6E0	B7Z0M0	GUS	VTI1B	CG2944	CG44009|DMEL_CG44009	FBGN0026238	FBGN0264751	15575970:0018:HT
A1Z6E0	C6SUW9	GUS	ADF1-RC	CG2944		FBGN0026238		14605208:0398:HT|14605208:0018:HT
A1Z6E0	F3YDG4	GUS	CYCA-RD	CG2944		FBGN0026238		15575970:0018:HT
A1Z6E0	O17144	GUS	CYCH	CG2944	CG7405	FBGN0026238	FBGN0022936	15575970:0018:HT
A1Z6E0	O77051	GUS	E2F2	CG2944	CG1071	FBGN0026238	FBGN0024371	15575970:0018:HT
A1Z6E0	O97143	GUS	SAK	CG2944	CG7186	FBGN0026238	FBGN0026371	15575970:0018:HT
A1Z6E0	P04412	GUS	EGFR	CG2944	CG10079	FBGN0026238	FBGN0003731	14605208:0018:HT
A1Z6E0	P05552	GUS	ADF1	CG2944	CG15845	FBGN0026238	FBGN0000054	14605208:0018:HT
A1Z6E0	P09052	GUS	VAS	CG2944	CG3506	FBGN0026238	FBGN0262526	20123973:0006:LC|17189197:0114:LC|20123973:0007:LC|16498413:0065:LC|16498413:0096:LC
A1Z6E0	P14785	GUS	CYCA	CG2944	CG5940	FBGN0026238	FBGN0000404	15575970:0018:HT
A1Z6E0	P23573	GUS	CDK2	CG2944	CG10498	FBGN0026238	FBGN0004107	15575970:0018:HT
A1Z6E0	P25007	GUS	CYP1	CG2944	CG9916	FBGN0026238	FBGN0004432	14605208:0398:HT|14605208:0018:HT
A1Z6E0	P33244	GUS	FTZ-F1	CG2944	CG4059	FBGN0026238	FBGN0001078	14605208:0398:HT|14605208:0018:HT
A1Z6E0	P40657	GUS	SOX15	CG2944	CG8404	FBGN0026238	FBGN0005613	14605208:0398:HT|14605208:0018:HT
A1Z6E0	P46824	GUS	KLC	CG2944	CG5433	FBGN0026238	FBGN0010235	15575970:0018:HT
A1Z6E0	P54361	GUS	ODA	CG2944	CG16747	FBGN0026238	FBGN0014184	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q24159	GUS	CYCJ	CG2944	CG10308	FBGN0026238	FBGN0010317	15575970:0018:HT
A1Z6E0	Q6AWH2	GUS	Q6AWH2	CG2944		FBGN0026238		14605208:0018:HT
A1Z6E0	Q7JWD6	GUS	ELOC	CG2944	CG9291|DMEL_CG9291	FBGN0026238	FBGN0266711	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q7K306	GUS	CDK4	CG2944	CG5072|DMEL_CG5072	FBGN0026238	FBGN0016131	15575970:0018:HT
A1Z6E0	Q7KJ69	GUS	SKPB	CG2944	CG8881|DMEL_CG8881	FBGN0026238	FBGN0026176	15575970:0018:HT
A1Z6E0	Q8INB9	GUS	AKT1	CG2944	CG4006	FBGN0026238	FBGN0010379	15575970:0018:HT
A1Z6E0	Q8MQJ7	GUS	ATG1	CG2944	CG10967|DMEL_CG10967	FBGN0026238	FBGN0260945	15575970:0018:HT
A1Z6E0	Q95TJ9	GUS	CYCG	CG2944	CG11525	FBGN0026238	FBGN0039858	15575970:0018:HT
A1Z6E0	Q961G6	GUS	CG7683	CG2944		FBGN0026238		15575970:0018:HT
A1Z6E0	Q9I7I7	GUS	SIRT2	CG2944	CG5085	FBGN0026238	FBGN0038788	15575970:0018:HT
A1Z6E0	Q9I7K6	GUS	Q9I7K6	CG2944	CG8223	FBGN0026238	FBGN0037624	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9V3M2	GUS	Q9V3M2	CG2944	CG16890|DMEL_CG16890	FBGN0026238	FBGN0028932	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9VC43	GUS	CG13631-RA	CG2944	CG13631|DMEL_CG13631	FBGN0026238	FBGN0040600	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9VCW3	GUS	NUP133	CG2944	CG6958|DMEL_CG6958	FBGN0026238	FBGN0039004	15710747:0399:HT|15710747:0018:HT
A1Z6E0	Q9VCY7	GUS	BOND	CG2944	CG6921|DMEL_CG6921	FBGN0026238	FBGN0260942	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9VCZ7	GUS	Q9VCZ7	CG2944	CG5376|DMEL_CG5376	FBGN0026238	FBGN0038977	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9VD82	GUS	Q9VD82	CG2944	CG6800|DMEL_CG6800	FBGN0026238	FBGN0038902	15575970:0018:HT
A1Z6E0	Q9VEH1	GUS	MPS1	CG2944	CG7643|DMEL_CG7643	FBGN0026238	FBGN0000063	15575970:0018:HT
A1Z6E0	Q9VH69	GUS	RPS29	CG2944	CG8495	FBGN0026238	FBGN0261599	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9VIF2	GUS	Q9VIF2	CG2944	CG9248|DMEL_CG9248	FBGN0026238	FBGN0032923	15575970:0018:HT
A1Z6E0	Q9VJ55	GUS	Q9VJ55	CG2944	CG10348|DMEL_CG10348	FBGN0026238	FBGN0032707	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9VKW2	GUS	PIE	CG2944	CG5354|DMEL_CG5354	FBGN0026238	FBGN0005683	15575970:0018:HT
A1Z6E0	Q9VLW7	GUS	CDC14	CG2944	CG7134|DMEL_CG7134	FBGN0026238	FBGN0031952	15575970:0018:HT
A1Z6E0	Q9VMA3	GUS	CUP	CG2944	CG11181	FBGN0026238	FBGN0000392	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9VNE1	GUS	REV7	CG2944	CG2948|DMEL_CG2948	FBGN0026238	FBGN0037345	15575970:0018:HT
A1Z6E0	Q9VQI9	GUS	LILLI	CG2944	CG8817	FBGN0026238	FBGN0041111	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9VTU3	GUS	RHOGAP68F	CG2944	CG6811	FBGN0026238	FBGN0036257	15575970:0018:HT
A1Z6E0	Q9VVN4	GUS	MUS304	CG2944	CG7347	FBGN0026238	FBGN0002901	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9W5N2	GUS	RPL38	CG2944	CG18001	FBGN0026238	FBGN0040007	14605208:0398:HT|14605208:0018:HT
A1Z6E0	Q9XZC2	GUS	TOY	CG2944	CG11186	FBGN0026238	FBGN0019650	14605208:0398:HT|14605208:0018:HT
A1Z6E8	O77430	A1Z6E8	SKPA	CG10395|DMEL_CG10395	CG16983|DMEL_CG16983	FBGN0033019	FBGN0025637	15575970:0018:HT
A1Z6E8	O97143	A1Z6E8	SAK	CG10395|DMEL_CG10395	CG7186	FBGN0033019	FBGN0026371	15575970:0018:HT
A1Z6E8	P11929	A1Z6E8	BSG25D	CG10395|DMEL_CG10395	CG14025	FBGN0033019	FBGN0000228	14605208:0398:HT|14605208:0018:HT
A1Z6E8	P54366	A1Z6E8	GSC	CG10395|DMEL_CG10395	CG2851	FBGN0033019	FBGN0010323	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q0KHR4	A1Z6E8	MEI-218	CG10395|DMEL_CG10395	CG8923|DMEL_CG8923	FBGN0033019	FBGN0002709	14605208:0018:HT
A1Z6E8	Q9GYU8	A1Z6E8	MBO	CG10395|DMEL_CG10395	CG6819	FBGN0033019	FBGN0026207	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9V472	A1Z6E8	LIM1	CG10395|DMEL_CG10395	CG11354|DMEL_CG11354	FBGN0033019	FBGN0026411	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VBI1	A1Z6E8	SLD5	CG10395|DMEL_CG10395	CG14549|DMEL_CG14549	FBGN0033019	FBGN0039403	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VCD5	A1Z6E8	Q9VCD5	CG10395|DMEL_CG10395	CG10694|DMEL_CG10694	FBGN0033019	FBGN0039147	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VHM3	A1Z6E8	M1BP	CG10395|DMEL_CG10395	CG9797|DMEL_CG9797	FBGN0033019	FBGN0037621	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VI55	A1Z6E8	Q9VI55	CG10395|DMEL_CG10395	CG1104	FBGN0033019	FBGN0037467	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VIJ0	A1Z6E8	Q9VIJ0	CG10395|DMEL_CG10395	CG9331|DMEL_CG9331	FBGN0033019	FBGN0032889	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VJ29	A1Z6E8	TANGO6	CG10395|DMEL_CG10395	CG18398	FBGN0033019	FBGN0032728	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VJB0	A1Z6E8	ELFLESS	CG10395|DMEL_CG10395	CG15150|DMEL_CG15150	FBGN0033019	FBGN0032660	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VJE7	A1Z6E8	Q9VJE7	CG10395|DMEL_CG10395	CG6380|DMEL_CG6380	FBGN0033019	FBGN0032632	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VLT7	A1Z6E8	RPL36A	CG10395|DMEL_CG10395	CG7424|DMEL_CG7424	FBGN0033019	FBGN0031980	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VR29	A1Z6E8	Q9VR29	CG10395|DMEL_CG10395	CG3225|DMEL_CG3225	FBGN0033019	FBGN0031631	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VR99	A1Z6E8	CACTIN	CG10395|DMEL_CG10395	CG1676	FBGN0033019	FBGN0031114	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VV44	A1Z6E8	CPR72EA	CG10395|DMEL_CG10395	CG4818|DMEL_CG4818	FBGN0033019	FBGN0036617	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VVC2	A1Z6E8	Q9VVC2	CG10395|DMEL_CG10395	CG13022|DMEL_CG13022	FBGN0033019	FBGN0036679	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9VXF4	A1Z6E8	Q9VXF4	CG10395|DMEL_CG10395	CG9902|DMEL_CG9902	FBGN0033019	FBGN0030757	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9W4K1	A1Z6E8	RB	CG10395|DMEL_CG10395	CG11427|DMEL_CG11427	FBGN0033019	FBGN0003210	14605208:0398:HT|14605208:0018:HT
A1Z6E8	Q9W5G0	A1Z6E8	Q9W5G0	CG10395|DMEL_CG10395	CG13373|DMEL_CG13373	FBGN0033019	FBGN0029522	15575970:0018:HT
A1Z6G4	F3YDG4	CG17508-RA	CYCA-RD	CG17508|DMEL_CG17508		FBGN0039970		15575970:0018:HT
A1Z6G4	O17144	CG17508-RA	CYCH	CG17508|DMEL_CG17508	CG7405	FBGN0039970	FBGN0022936	15575970:0018:HT
A1Z6G4	O61661	CG17508-RA	GRP	CG17508|DMEL_CG17508	CG17161	FBGN0039970	FBGN0261278	15575970:0018:HT
A1Z6G4	O77051	CG17508-RA	E2F2	CG17508|DMEL_CG17508	CG1071	FBGN0039970	FBGN0024371	15575970:0018:HT
A1Z6G4	O97143	CG17508-RA	SAK	CG17508|DMEL_CG17508	CG7186	FBGN0039970	FBGN0026371	15575970:0018:HT
A1Z6G4	P14785	CG17508-RA	CYCA	CG17508|DMEL_CG17508	CG5940	FBGN0039970	FBGN0000404	15575970:0018:HT
A1Z6G4	P23573	CG17508-RA	CDK2	CG17508|DMEL_CG17508	CG10498	FBGN0039970	FBGN0004107	15575970:0018:HT
A1Z6G4	P42570	CG17508-RA	PLU	CG17508|DMEL_CG17508	CG9183	FBGN0039970	FBGN0003114	15575970:0018:HT
A1Z6G4	P48609	CG17508-RA	CDK5	CG17508|DMEL_CG17508	CG8203	FBGN0039970	FBGN0013762	15575970:0018:HT
A1Z6G4	P91654	CG17508-RA	DAP	CG17508|DMEL_CG17508	CG1772	FBGN0039970	FBGN0010316	15575970:0018:HT
A1Z6G4	Q24159	CG17508-RA	CYCJ	CG17508|DMEL_CG17508	CG10308	FBGN0039970	FBGN0010317	15575970:0018:HT
A1Z6G4	Q24276	CG17508-RA	CDC37	CG17508|DMEL_CG17508	CG12019	FBGN0039970	FBGN0011573	15575970:0018:HT
A1Z6G4	Q7KT57	CG17508-RA	SQU	CG17508|DMEL_CG17508	CG4711|DMEL_CG4711|HDC02844	FBGN0039970	FBGN0267347	15575970:0018:HT
A1Z6G4	Q8INB9	CG17508-RA	AKT1	CG17508|DMEL_CG17508	CG4006	FBGN0039970	FBGN0010379	15575970:0018:HT
A1Z6G4	Q8MQJ7	CG17508-RA	ATG1	CG17508|DMEL_CG17508	CG10967|DMEL_CG10967	FBGN0039970	FBGN0260945	15575970:0018:HT
A1Z6G4	Q961D1	CG17508-RA	CYCK	CG17508|DMEL_CG17508	CG15218|DMEL_CG15218	FBGN0039970	FBGN0025674	15575970:0018:HT
A1Z6G4	Q9I7I7	CG17508-RA	SIRT2	CG17508|DMEL_CG17508	CG5085	FBGN0039970	FBGN0038788	15575970:0018:HT
A1Z6G4	Q9V9R2	CG17508-RA	CUL2	CG17508|DMEL_CG17508	CG1512|DMEL_CG1512	FBGN0039970	FBGN0032956	15575970:0018:HT
A1Z6G4	Q9VD82	CG17508-RA	Q9VD82	CG17508|DMEL_CG17508	CG6800|DMEL_CG6800	FBGN0039970	FBGN0038902	15575970:0018:HT
A1Z6G4	Q9VI13	CG17508-RA	PAK	CG17508|DMEL_CG17508	CG10295|DMEL_CG10295	FBGN0039970	FBGN0267698	15575970:0018:HT
A1Z6G4	Q9VIH1	CG17508-RA	RPA2	CG17508|DMEL_CG17508	CG9273|DMEL_CG9273	FBGN0039970	FBGN0032906	15575970:0018:HT
A1Z6G4	Q9W321	CG17508-RA	NEJ	CG17508|DMEL_CG17508	CG15319|DMEL_CG15319	FBGN0039970	FBGN0261617	15575970:0018:HT
A1Z6G6	Q9W5X9	A1Z6G6	Q9W5X9	CG1344|DMEL_CG1344	CG17003	FBGN0027507	FBGN0031082	14605208:0018:HT
A1Z6G9	Q9V3G9	CG8245-RA	EG:BACR37P7.5	CG8245|DMEL_CG8245	CG12470|DMEL_CG12470	FBGN0033031	FBGN0040371	14605208:0398:HT|14605208:0018:HT
A1Z6G9	Q9W4I4	CG8245-RA	HLH4C	CG8245|DMEL_CG8245	CG3052|DMEL_CG3052	FBGN0033031	FBGN0011277	14605208:0398:HT|14605208:0018:HT
A1Z6H0	Q8SXP8	KUNE	TBPH	CG1298|DMEL_CG1298	CG10327|DMEL_CG10327	FBGN0033032	FBGN0025790	14605208:0398:HT|14605208:0018:HT
A1Z6H0	Q9VCR6	KUNE	SAV	CG1298|DMEL_CG1298	CG33193	FBGN0033032	FBGN0053193	14605208:0398:HT|14605208:0018:HT
A1Z6H0	W8PHN8	KUNE	SAV-RA	CG1298|DMEL_CG1298		FBGN0033032		14605208:0018:HT
A1Z6H7	Q9VQA2	GP210	Q9VQA2	CG7897|DMEL_CG7897	CG4270|DMEL_CG4270	FBGN0266580	FBGN0031407	14605208:0018:HT
A1Z6I7	O76523	BUBR1	BUB3	CG7838|DMEL_CG7838	CG7581	FBGN0263855	FBGN0025457	14605208:0018:HT
A1Z6I7	P20439	BUBR1	CYCB	CG7838|DMEL_CG7838	CG3510	FBGN0263855	FBGN0000405	14605208:0018:HT
A1Z6I7	Q24564	BUBR1	MER	CG7838|DMEL_CG7838	CG14228	FBGN0263855	FBGN0086384	14605208:0018:HT
A1Z6I7	Q7JZZ3	BUBR1	Q7JZZ3	CG7838|DMEL_CG7838	CG13321|DMEL_CG13321	FBGN0263855	FBGN0033787	14605208:0018:HT
A1Z6I7	Q7K0W4	BUBR1	CG6564	CG7838|DMEL_CG7838	CG30101|DMEL_CG30101	FBGN0263855	FBGN0050101	14605208:0018:HT
A1Z6I7	Q867Z4	BUBR1	LOLA	CG7838|DMEL_CG7838	CG12052	FBGN0263855	FBGN0283521	14605208:0018:HT
A1Z6I7	Q9U3Z7	BUBR1	HOIP	CG7838|DMEL_CG7838	CG3949	FBGN0263855	FBGN0015393	14605208:0018:HT
A1Z6I7	Q9V406	BUBR1	CRP	CG7838|DMEL_CG7838	CG7664|DMEL_CG7664	FBGN0263855	FBGN0001994	14605208:0018:HT
A1Z6I7	Q9VHZ5	BUBR1	SGLL	CG7838|DMEL_CG7838	CG31472|DMEL_CG31472	FBGN0263855	FBGN0051472	14605208:0018:HT
A1Z6I7	Q9VKQ9	BUBR1	DPY-30L1	CG7838|DMEL_CG7838	CG6444	FBGN0263855	FBGN0032293	14605208:0018:HT
A1Z6I7	Q9VXX8	BUBR1	RPL37A	CG7838|DMEL_CG7838	CG9091	FBGN0263855	FBGN0030616	14605208:0018:HT
A1Z6I7	Q9W2M8	BUBR1	MRPL54	CG7838|DMEL_CG7838	CG9353|DMEL_CG9353	FBGN0263855	FBGN0034579	14605208:0018:HT
A1Z6I7	Q9W4K2	BUBR1	Q9W4K2	CG7838|DMEL_CG7838	CG3556	FBGN0263855	FBGN0029708	14605208:0018:HT
A1Z6J2	Q9VHC2	SCAP	MURA	CG33131|DMEL_CG33131	CG9381|DMEL_CG9381	FBGN0033052	FBGN0037705	14605208:0018:HT
A1Z6J2	Q9VKF8	SCAP	Q9VKF8	CG33131|DMEL_CG33131	CG4983|DMEL_CG4983	FBGN0033052	FBGN0032371	14605208:0018:HT
A1Z6J2	Q9VSU2	SCAP	TEQUILA	CG33131|DMEL_CG33131	CG4821|DMEL_CG4821	FBGN0033052	FBGN0023479	14605208:0018:HT
A1Z6J2	Q9W1S7	SCAP	Q9W1S7	CG33131|DMEL_CG33131	CG3124|DMEL_CG3124	FBGN0033052	FBGN0034840	14605208:0018:HT
A1Z6J6	A1Z7G6	A1Z6J6	A1Z7G6	CG7856|DMEL_CG7856	CG8642|DMEL_CG8642	FBGN0033056	FBGN0033312	14605208:0018:HT
A1Z6J6	A1Z8V2	A1Z6J6	A1Z8V2	CG7856|DMEL_CG7856	CG8854|DMEL_CG8854	FBGN0033056	FBGN0033702	14605208:0018:HT
A1Z6J6	H1UUE3	A1Z6J6	CG8854-RB	CG7856|DMEL_CG7856		FBGN0033056		14605208:0018:HT
A1Z6J6	P10734	A1Z6J6	KNI	CG7856|DMEL_CG7856	CG4717	FBGN0033056	FBGN0001320	14605208:0018:HT
A1Z6J6	P27398	A1Z6J6	SOL	CG7856|DMEL_CG7856	CG1391	FBGN0033056	FBGN0003464	14605208:0018:HT
A1Z6J6	P54622	A1Z6J6	MTSSB	CG7856|DMEL_CG7856	CG4337	FBGN0033056	FBGN0010438	14605208:0018:HT
A1Z6J6	Q03017	A1Z6J6	CACT	CG7856|DMEL_CG7856	CG5848	FBGN0033056	FBGN0000250	14605208:0018:HT
A1Z6J6	Q86P91	A1Z6J6	SYX16	CG7856|DMEL_CG7856	CG1467	FBGN0033056	FBGN0031106	14605208:0018:HT
A1Z6J6	Q8INQ9	A1Z6J6	STCK	CG7856|DMEL_CG7856	CG7954|DMEL_CG7954	FBGN0033056	FBGN0020249	14605208:0018:HT
A1Z6J6	Q8IPY9	A1Z6J6	TENGL1	CG7856|DMEL_CG7856	CG31682|DMEL_CG31682	FBGN0033056	FBGN0051682	14605208:0018:HT
A1Z6J6	Q8IRD1	A1Z6J6	Q8IRD1	CG7856|DMEL_CG7856	CG12010|DMEL_CG12010	FBGN0033056	FBGN0035443	14605208:0018:HT
A1Z6J6	Q8STG9	A1Z6J6	SEC61ALPHA	CG7856|DMEL_CG7856	CG9539|DMEL_CG9539	FBGN0033056	FBGN0086357	14605208:0018:HT
A1Z6J6	Q8SX59	A1Z6J6	Q8SX59	CG7856|DMEL_CG7856	CG9083	FBGN0033056	FBGN0035077	14605208:0018:HT
A1Z6J6	Q9V3G9	A1Z6J6	EG:BACR37P7.5	CG7856|DMEL_CG7856	CG12470|DMEL_CG12470	FBGN0033056	FBGN0040371	14605208:0018:HT
A1Z6J6	Q9VAC4	A1Z6J6	NPH	CG7856|DMEL_CG7856	CG7911|DMEL_CG7911	FBGN0033056	FBGN0039735	14605208:0018:HT
A1Z6J6	Q9VHM5	A1Z6J6	CG8159-RB	CG7856|DMEL_CG7856	CG8159|DMEL_CG8159	FBGN0033056	FBGN0037619	14605208:0018:HT
A1Z6J6	Q9VIV3	A1Z6J6	Q9VIV3	CG7856|DMEL_CG7856	CG10189	FBGN0033056	FBGN0032793	14605208:0018:HT
A1Z6J6	Q9VLT9	A1Z6J6	CKA	CG7856|DMEL_CG7856	CG7392|DMEL_CG7392	FBGN0033056	FBGN0044323	14605208:0018:HT
A1Z6J6	Q9VN89	A1Z6J6	KAT60	CG7856|DMEL_CG7856	CG10229|DMEL_CG10229	FBGN0033056	FBGN0040208	14605208:0018:HT
A1Z6J6	Q9VPG7	A1Z6J6	RHOBTB	CG7856|DMEL_CG7856	CG5701|DMEL_CG5701	FBGN0033056	FBGN0036980	14605208:0018:HT
A1Z6J6	Q9VQ08	A1Z6J6	ROBO2	CG7856|DMEL_CG7856	CG5481|DMEL_CG5481	FBGN0033056	FBGN0002543	14605208:0018:HT
A1Z6J6	Q9VQE0	A1Z6J6	DRP1	CG7856|DMEL_CG7856	CG3210|DMEL_CG3210	FBGN0033056	FBGN0026479	14605208:0018:HT
A1Z6J6	Q9VQI4	A1Z6J6	Q9VQI4	CG7856|DMEL_CG7856	CG8813|DMEL_CG8813	FBGN0033056	FBGN0031476	14605208:0018:HT
A1Z6J6	Q9VR24	A1Z6J6	Q9VR24	CG7856|DMEL_CG7856	CG15631|DMEL_CG15631	FBGN0033056	FBGN0031626	14605208:0018:HT
A1Z6J6	Q9VRE6	A1Z6J6	STG1	CG7856|DMEL_CG7856	CG33670|DMEL_CG33670	FBGN0033056	FBGN0064123	14605208:0018:HT
A1Z6J6	Q9VTU4	A1Z6J6	Q9VTU4	CG7856|DMEL_CG7856	CG5642	FBGN0033056	FBGN0036258	14605208:0018:HT
A1Z6J6	Q9VTV7	A1Z6J6	Q9VTV7	CG7856|DMEL_CG7856	CG32100|DMEL_CG32100	FBGN0033056	FBGN0052100	14605208:0018:HT
A1Z6J6	Q9VTW3	A1Z6J6	CG4328-RA	CG7856|DMEL_CG7856	CG4328|DMEL_CG4328	FBGN0033056	FBGN0036274	14605208:0018:HT
A1Z6J6	Q9VUN0	A1Z6J6	TOLL-6	CG7856|DMEL_CG7856	CG7250|DMEL_CG7250	FBGN0033056	FBGN0036494	14605208:0018:HT
