Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P33077	P93024	IAA4	ARF5	MQD19.3	F6F9.10	AT5G43700	AT1G19850	21734647:0018:LC|25566309:0018:LC
P33077	P93830	IAA4	IAA17	MQD19.3	F19P19.31	AT5G43700	AT1G04250	28650476:1356:LC|21734647:0018:LC
P33077	Q38822	IAA4	IAA3	MQD19.3	F19P19.32	AT5G43700	AT1G04240	28650476:1356:LC|21734647:0018:LC
P33077	Q38826	IAA4	IAA8	MQD19.3	T9I22.11	AT5G43700	AT2G22670	28650476:1356:LC|21734647:0018:LC
P33077	Q38828	IAA4	IAA10	MQD19.3	F20D22.13	AT5G43700	AT1G04100	28650476:1356:LC|21798944:0018:HT|21798944:0397:HT|21734647:0018:LC
P33077	Q38829	IAA4	IAA11	MQD19.3	T5F17.90	AT5G43700	AT4G28640	28650476:1356:LC|21734647:0018:LC
P33077	Q38831	IAA4	IAA13	MQD19.3	F4P9.8	AT5G43700	AT2G33310	28650476:1356:LC|21734647:0018:LC
P33077	Q38832	IAA4	IAA14	MQD19.3	DL3315C|FCAALL.254	AT5G43700	AT4G14550	28650476:1356:LC|21734647:0018:LC
P33077	Q6IDA3	IAA4	Q6IDA3	MQD19.3		AT5G43700	AT5G52547	21798944:0018:HT|21798944:0397:HT
P33077	Q8RYC8	IAA4	ARF19	MQD19.3	T29M8.9	AT5G43700	AT1G19220	28650476:1356:LC|21734647:0018:LC
P33077	Q9C5X0	IAA4	IAA34	MQD19.3	T15D22.10	AT5G43700	AT1G15050	28650476:1356:LC|21734647:0018:LC
P33077	Q9FGV1	IAA4	ARF8	MQD19.3	K15O15.5	AT5G43700	AT5G37020	21734647:0018:LC|25566309:0018:LC
P33077	Q9XFM0	IAA4	IAA28	MQD19.3	F18A17.6|T1N24.24	AT5G43700	AT5G25890	28650476:1356:LC|21734647:0018:LC
P33077	Q9ZSY8	IAA4	IAA27	MQD19.3	F19B15.110	AT5G43700	AT4G29080	28650476:1356:LC|21734647:0018:LC
P33077	Q9ZTX8	IAA4	ARF6	MQD19.3	T4K22.6	AT5G43700	AT1G30330	21734647:0018:LC|25566309:0018:LC
P33078	P49677	IAA5	IAA1	T16N11.9	DL3320W|FCAALL.409	AT1G15580	AT4G14560	28650476:1356:LC|21734647:0018:LC
P33078	P49678	IAA5	IAA2	T16N11.9	MXC7.6	AT1G15580	AT3G23030	28650476:1356:LC|21734647:0018:LC
P33078	P93024	IAA5	ARF5	T16N11.9	F6F9.10	AT1G15580	AT1G19850	21734647:0018:LC|25566309:0018:LC
P33078	P93830	IAA5	IAA17	T16N11.9	F19P19.31	AT1G15580	AT1G04250	28650476:1356:LC|21734647:0018:LC
P33078	Q38822	IAA5	IAA3	T16N11.9	F19P19.32	AT1G15580	AT1G04240	28650476:1356:LC|21734647:0018:LC
P33078	Q38826	IAA5	IAA8	T16N11.9	T9I22.11	AT1G15580	AT2G22670	28650476:1356:LC|21734647:0018:LC
P33078	Q38828	IAA5	IAA10	T16N11.9	F20D22.13	AT1G15580	AT1G04100	28650476:1356:LC|21734647:0018:LC
P33078	Q38831	IAA5	IAA13	T16N11.9	F4P9.8	AT1G15580	AT2G33310	28650476:1356:LC|21734647:0018:LC
P33078	Q38832	IAA5	IAA14	T16N11.9	DL3315C|FCAALL.254	AT1G15580	AT4G14550	28650476:1356:LC|21734647:0018:LC
P33078	Q570C0	IAA5	TIR1	T16N11.9	T20O10.80	AT1G15580	AT3G62980	26236497:0018:LC|22466420:0018:LC
P33078	Q8H174	IAA5	IAA31	T16N11.9	MKP6.16	AT1G15580	AT3G17600	28650476:1356:LC|21734647:0018:LC
P33078	Q8RYC8	IAA5	ARF19	T16N11.9	T29M8.9	AT1G15580	AT1G19220	28650476:1356:LC|21734647:0018:LC
P33078	Q9C5X0	IAA5	IAA34	T16N11.9	T15D22.10	AT1G15580	AT1G15050	28650476:1356:LC|21734647:0018:LC
P33078	Q9C7I9	IAA5	ARF20	T16N11.9	T9I1.3	AT1G15580	AT1G35240	21734647:0018:LC|25566309:0018:LC
P33078	Q9XFM0	IAA5	IAA28	T16N11.9	F18A17.6|T1N24.24	AT1G15580	AT5G25890	28650476:1356:LC|21734647:0018:LC
P33078	Q9ZSY8	IAA5	IAA27	T16N11.9	F19B15.110	AT1G15580	AT4G29080	28650476:1356:LC|21734647:0018:LC
P33078	Q9ZTX9	IAA5	ARF4	T16N11.9	MUF9.8	AT1G15580	AT5G60450	21734647:0018:LC|25566309:0018:LC
P34788	Q9ASS9	RPS18A|RPS18B|RPS18C	Q9ASS9	T22J18.5|F12G12.15|T15K4.9|F17A8.150		AT1G22780|AT1G34030|AT4G09800	AT4G24840	21798944:0397:HT
P34788	Q9SCK1	RPS18A|RPS18B|RPS18C	T9C5.170	T22J18.5|F12G12.15|T15K4.9|F17A8.150		AT1G22780|AT1G34030|AT4G09800	AT3G49580	21798944:0018:HT|21798944:0397:HT
P34802	P34802	GGPPS1	GGPPS1	C7A10.550	C7A10.550	AT4G36810	AT4G36810	PDB_5E8L:0114:LC
P35131	Q84ME1	UBC8	LUL3	MBK23.24	T16G12.120	AT5G41700	AT5G19080	21798944:0018:HT|21798944:0397:HT
P35131	Q9SW27	UBC8	MUB3	MBK23.24	F13M23.130	AT5G41700	AT4G24990	21345795:0096:LC|21345795:0004:LC|PDB_4X57:0114:LC|21345795:0090:LC|21345795:0018:LC
P35132	Q058P4	UBC9	PUB30	T13J8.70	T16K5.160	AT4G27960	AT3G49810	21798944:0018:HT|21798944:0397:HT
P35132	Q84JZ7	UBC9	Q84JZ7	T13J8.70		AT4G27960	AT3G29270	21798944:0397:HT
P35132	Q84WV8	UBC9	NAPRT2	T13J8.70	F26B6.7	AT4G27960	AT2G23420	21798944:0397:HT
P35132	Q8LPN7	UBC9	Q8LPN7	T13J8.70	MPN9.19	AT4G27960	AT3G19950	21798944:0018:HT|21798944:0397:HT
P35132	Q8VYL4	UBC9	Q8VYL4	T13J8.70		AT4G27960	AT2G37150	21798944:0018:HT|21798944:0397:HT
P35132	Q9FMM4	UBC9	Q9FMM4	T13J8.70		AT4G27960	AT5G42940	21798944:0018:HT|21798944:0397:HT
P35132	Q9LN67	UBC9	Q9LN67	T13J8.70		AT4G27960	AT1G19310	21798944:0018:HT|21798944:0397:HT
P35134	Q058P4	UBC11	PUB30	F17O14.16	T16K5.160	AT3G08690	AT3G49810	21798944:0018:HT|21798944:0397:HT
P35134	Q9FMM4	UBC11	Q9FMM4	F17O14.16		AT3G08690	AT5G42940	21798944:0018:HT|21798944:0397:HT
P35402	Q29Q28	ERD2A	UTR2	F15D2.26|F28N24.1	F7H19.200	AT1G29330	AT4G23010	24833385:0090:HT
P35402	Q6TBX7	ERD2A	CYP97C1	F15D2.26|F28N24.1	T4D2.60	AT1G29330	AT3G53130	24833385:0090:HT
P35402	Q84N34	ERD2A	HHP2	F15D2.26|F28N24.1	F6I18.240	AT1G29330	AT4G30850	24833385:0090:HT
P35402	Q8H129	ERD2A	PAP3	F15D2.26|F28N24.1	F10B6.10	AT1G29330	AT1G14700	24833385:0090:HT
P35402	Q8L9S0	ERD2A	Q8L9S0	F15D2.26|F28N24.1	F28N24.23	AT1G29330	AT1G29060	24833385:0090:HT
P35402	Q8LEC2	ERD2A	Q8LEC2	F15D2.26|F28N24.1		AT1G29330	AT4G30500	24833385:0090:HT
P35402	Q8RY98	ERD2A	Q8RY98	F15D2.26|F28N24.1		AT1G29330	AT1G07860	24833385:0090:HT
P35402	Q8VYP7	ERD2A	Q8VYP7	F15D2.26|F28N24.1		AT1G29330	AT3G62560	24833385:0090:HT
P35402	Q93YP9	ERD2A	Q93YP9	F15D2.26|F28N24.1	F18O14.22	AT1G29330	AT1G19450	24833385:0090:HT
P35402	Q944J0	ERD2A	Q944J0	F15D2.26|F28N24.1	F14M13.3	AT1G29330	AT2G22425	24833385:0090:HT
P35402	Q9AST5	ERD2A	Q9AST5	F15D2.26|F28N24.1		AT1G29330	AT5G49540	24833385:0090:HT
P35402	Q9C7D7	ERD2A	Q9C7D7	F15D2.26|F28N24.1	F28J15.3	AT1G29330	AT3G12180	24833385:0090:HT
P35402	Q9C835	ERD2A	CYP21-4	F15D2.26|F28N24.1	T8E24.14	AT1G29330	AT3G66654	24833385:0090:HT
P35402	Q9FJB4	ERD2A	Q9FJB4	F15D2.26|F28N24.1		AT1G29330	AT5G35460	24833385:0090:HT
P35402	Q9FNH6	ERD2A	NHL3	F15D2.26|F28N24.1	MHF15.16	AT1G29330	AT5G06320	24833385:0090:HT
P35402	Q9LIN9	ERD2A	Q9LIN9	F15D2.26|F28N24.1		AT1G29330	AT3G26370	24833385:0090:HT
P35402	Q9LMN8	ERD2A	WAK3	F15D2.26|F28N24.1	F16F4.8	AT1G29330	AT1G21240	24833385:0090:HT
P35402	Q9LNM6	ERD2A	Q9LNM6	F15D2.26|F28N24.1		AT1G29330	AT1G34640	24833385:0090:HT
P35402	Q9LPN5	ERD2A	F18K10.26	F15D2.26|F28N24.1		AT1G29330	AT3G10640	24833385:0090:HT
P35402	Q9LSP7	ERD2A	UBC32	F15D2.26|F28N24.1	K14A17.7	AT1G29330	AT3G17000	24833385:0090:HT
P35402	Q9M2M5	ERD2A	F28O9.70	F15D2.26|F28N24.1		AT1G29330	AT3G57220	24833385:0090:HT
P35402	Q9SHI7	ERD2A	UBC34	F15D2.26|F28N24.1	F20D23.1	AT1G29330	AT1G17280	24833385:0090:HT
P35402	Q9SX96	ERD2A	F16N3.6	F15D2.26|F28N24.1		AT1G29330	AT1G47640	24833385:0090:HT
P35402	Q9SZG0	ERD2A	HHP4	F15D2.26|F28N24.1	F19F18.170	AT1G29330	AT4G37680	24833385:0090:HT
P35402	Q9SZT7	ERD2A	F6G17.20	F15D2.26|F28N24.1		AT1G29330	AT4G37370	24833385:0090:HT
P35402	Q9XIN6	ERD2A	Q9XIN6	F15D2.26|F28N24.1		AT1G29330	AT2G27290	24833385:0090:HT
P35510	P35510	PAL1	PAL1	T1J8.22	T1J8.22	AT2G37040	AT2G37040	21798944:0018:HT|21798944:0397:HT
P35510	Q84M90	PAL1	Q84M90	T1J8.22		AT2G37040	AT3G15180	21798944:0018:HT|21798944:0397:HT
P35510	Q9LMR5	PAL1	Q9LMR5	T1J8.22	F7H2.1	AT2G37040	AT1G15670	21798944:0018:HT|21798944:0397:HT
P35510	Q9M1Y1	PAL1	SKIP20	T1J8.22	F24G16.210	AT2G37040	AT3G59940	21798944:0018:HT|21798944:0397:HT
P35510	Q9SS45	PAL1	PAL4	T1J8.22	F14P13.6	AT2G37040	AT3G10340	21798944:0018:HT|21798944:0397:HT
P35631	P35631	AP1	AP1	F4N2.9	F4N2.9	AT1G69120	AT1G69120	8643482:0096:LC|8643482:0019:LC|15604664:0018:LC
P35631	Q9FVC1	AP1	SVP	F4N2.9	F14M13.6	AT1G69120	AT2G22540	28650476:1356:LC|15805477:0018:LC|11439126:0018:LC|16679456:0018:LC
P35631	Q9SZJ6	AP1	AGL21	F4N2.9	F20D10.60	AT1G69120	AT4G37940	28650476:1356:LC|15805477:0018:LC
P35632	P35632	AP3	AP3	T12E18_30	T12E18_30	AT3G54340	AT3G54340	8643482:0096:LC|14676188:0018:LC|12121446:0018:LC|8643482:0019:LC
P35632	P48007	AP3	PI	T12E18_30	F5O24.130	AT3G54340	AT5G20240	10394955:0018:LC|12943551:0018:LC|22238427:0004:LC|8643482:0096:LC|15604664:0018:LC|15604664:0588:LC|22238427:0090:LC|8643482:0019:LC
P36210	Q8H0X2	RPL12A	Q8H0X2	K16N12.4		AT3G27830	AT1G18660	21798944:0018:HT|21798944:0397:HT
P36212	Q9LYA5	RPL12C	F18O22_30	K16N12.7|K16N2.21		AT3G27850	AT5G14240	21952135:0018:HT
P37107	P37107	FFC	FFC	F8F6_150	F8F6_150	AT5G03940	AT5G03940	27241309:0114:LC
P37107	Q9MBA1	FFC	CAO	F8F6_150	T18F15.7	AT5G03940	AT1G44446	15632183:0096:LC|11306572:0096:LC|18586266:0096:LC|18586266:0114:LC|15632183:0018:LC|16678173:0096:LC|16678173:0107:LC|22231402:0065:LC|16678173:0018:LC|22231402:0826:LC|14517205:0007:LC|11306572:0018:LC|16678173:0081:LC|22231402:0077:LC|22231402:0114:LC|22231402:0071:LC
P37271	Q8VZW1	PSY1	NIP1-1	MKP11.8	F13C5.200	AT5G17230	AT4G19030	21798944:0018:HT|21798944:0397:HT
P37271	Q949M9	PSY1	Q949M9	MKP11.8		AT5G17230	AT1G01910	21798944:0018:HT|21798944:0397:HT
P37271	Q94F58	PSY1	NAC089	MKP11.8	MWD9.7|T6G21.9	AT5G17230	AT5G22290	21798944:0397:HT
P38389	Q01474	P38389	SAR1B	T14P1.12	F14G9.6	AT2G45070	AT1G56330	24833385:0090:HT
P38389	Q39203	P38389	SD22	T14P1.12	A_IG005I10.19|F5I10.19	AT2G45070	AT4G00340	24833385:0090:HT
P38389	Q6E248	P38389	Q6E248	T14P1.12		AT2G45070	AT3G18250	24833385:0090:HT
P38389	Q6NMD6	P38389	ARGOS	T14P1.12	F24G16.170	AT2G45070	AT3G59900	24833385:0090:HT
P38389	Q8GYY2	P38389	Q8GYY2	T14P1.12		AT2G45070	AT1G24350	24833385:0090:HT
P38389	Q8L9A7	P38389	Q8L9A7	T14P1.12		AT2G45070	AT4G27580	24833385:0090:HT
P38389	Q8LAA6	P38389	PIP1-5	T14P1.12	F16G20.100	AT2G45070	AT4G23400	24833385:0090:HT
P38389	Q8VZ58	P38389	Q8VZ58	T14P1.12		AT2G45070	AT5G60750	24833385:0090:HT
P38389	Q8VZB3	P38389	Q8VZB3	T14P1.12		AT2G45070	AT1G63110	24833385:0090:HT
P38389	Q8VZU9	P38389	DER1	T14P1.12	F17A13.150	AT2G45070	AT4G29330	24833385:0090:HT
P38389	Q94C77	P38389	Q94C77	T14P1.12	F10M10.12|F28A23_20	AT2G45070	AT4G34220	24833385:0090:HT
P38389	Q94F58	P38389	NAC089	T14P1.12	MWD9.7|T6G21.9	AT2G45070	AT5G22290	21798944:0018:HT|21798944:0397:HT
P38389	Q9C5H5	P38389	MAPKKK5	T14P1.12		AT2G45070	AT5G66850	24833385:0090:HT
P38389	Q9C6B2	P38389	NRAMP2	T14P1.12	F8G22.4	AT2G45070	AT1G47240	24833385:0090:HT
P38389	Q9C7D7	P38389	Q9C7D7	T14P1.12	F28J15.3	AT2G45070	AT3G12180	24833385:0090:HT
P38389	Q9C893	P38389	F7A10.19	T14P1.12		AT2G45070	AT1G55230	24833385:0090:HT
P38389	Q9FZK5	P38389	Q9FZK5	T14P1.12		AT2G45070	AT1G27300	21798944:0018:HT|21798944:0397:HT
P38389	Q9LKC0	P38389	YUC5	T14P1.12	F6B6.3	AT2G45070	AT5G43890	24833385:0090:HT
P38389	Q9LZD2	P38389	F12E4_330	T14P1.12		AT2G45070	AT5G03545	24833385:0090:HT
P38389	Q9LZW4	P38389	CIPK14	T14P1.12	T20L15.90	AT2G45070	AT5G01820	24833385:0090:HT
P38389	Q9M9S6	P38389	UTR3	T14P1.12	F14L17.13	AT2G45070	AT1G14360	24833385:0090:HT
P38389	Q9SSQ7	P38389	F6D8.23	T14P1.12		AT2G45070	AT1G52550	24833385:0090:HT
P38389	Q9STP8	P38389	ACBP2	T14P1.12	T27E11.20	AT2G45070	AT4G27780	24833385:0090:HT
P38389	Q9XFM6	P38389	MSBP1	T14P1.12	F17P19.14	AT2G45070	AT5G52240	24833385:0090:HT
P38389	Q9XIF4	P38389	TRX7	T14P1.12	F23H11.5	AT2G45070	AT1G59730	24833385:0090:HT
P38389	W8PVC6	P38389	W8PVC6	T14P1.12	AT3G25140	AT2G45070		24833385:0090:HT
P38418	Q9FJT7	LOX2	NDL1	T14D3.80		AT3G45140	AT5G56750	21952135:0018:HT
P41088	P41088	CHI1	CHI1	T15C9_120	T15C9_120	AT3G55120	AT3G55120	22622584:0114:LC
P41151	P41151	HSFA1A	HSFA1A	DL4910C|FCAALL.107	DL4910C|FCAALL.107	AT4G17750	AT4G17750	20388662:0018:LC|19945192:0090:LC
P41568	Q8VZ95	P41568	PVA11	F20D21.11|T24A18.80	T4C21.10	AT4G27130	AT3G60600	21952135:0018:HT
P41568	Q9LX49	P41568	PRN1	F20D21.11|T24A18.80	F25L23_80	AT4G27130	AT3G59220	21952135:0018:HT
P41917	Q9M3B8	RAN2	T26I12.220	F28I16.170		AT5G20020	AT3G55340	17530257:0018:LC|17530257:0096:LC|18621982:0018:LC
P42158	P46665	P42158	HAT14	F20B18.210	MPH15.6	AT4G26100	AT5G06710	21798944:0018:HT|21798944:0397:HT
P42158	Q8RX84	P42158	Q8RX84	F20B18.210		AT4G26100	AT5G28150	21798944:0018:HT|21798944:0397:HT
P42158	Q9MA55	P42158	ACBP4	F20B18.210	F22F7.13	AT4G26100	AT3G05420	21798944:0018:HT|21798944:0397:HT
P42339	Q9M000	P42339	SCL22	F8A5.4	T4C21.40	AT1G60490	AT3G60630	21798944:0397:HT
P42497	P42497	PHYD	PHYD	DL4165C	DL4165C	AT4G16250	AT4G16250	15273290:0071:LC|19286967:0018:LC|15273290:0019:LC
P42497	P42498	PHYD	PHYE	DL4165C	F15J5.100	AT4G16250	AT4G18130	15273290:0004:LC|15273290:0019:LC|19286967:0004:LC|15273290:0007:LC|19286967:0018:LC|19286967:0007:LC
P42697	P42697	DRP1A	DRP1A	MJC20.19	MJC20.19	AT5G42080	AT5G42080	19144001:0018:LC|20231465:0018:LC|22107825:0114:LC
P42698	Q9C5J3	DRT111	RRC1	F26G16.10	T11H3.70	AT1G30480	AT5G25060	21798944:0018:HT|21798944:0397:HT
P42731	Q39096	PAB2	ERD15	F28A23.130	F13H10.2|T26J13.2	AT4G34110	AT2G41430	15650869:0018:LC|18796636:0018:LC
P42731	Q93ZJ9	PAB2	Q93ZJ9	F28A23.130		AT4G34110	AT1G80000	21798944:0018:HT|21798944:0397:HT
P42731	Q94AR4	PAB2	CID2	F28A23.130	DL3175W	AT4G34110	AT4G14270	21798944:0018:HT|21798944:0397:HT
P42731	Q9C8M0	PAB2	CID8	F28A23.130	F22G10.7	AT4G34110	AT1G53650	15650869:0018:LC|18796636:0018:LC
P42732	Q9ZPR1	RPS13	CDC48B	F18O22_110	F19B11.12	AT5G14320	AT2G03670	21952135:0018:HT
P42734	Q9FJT7	CAD9	NDL1	T22F8.230		AT4G39330	AT5G56750	21952135:0018:HT
P42737	Q9ZUC2	BCA2	BCA3	T9L3.40	F5O8.28	AT5G14740	AT1G23730	21798944:0018:HT|21798944:0397:HT
P42742	Q4V3D6	PBF1	FLOT2	T4C21_230	F21J6.109	AT3G60820	AT5G25260	24833385:0090:HT
P42742	Q84K25	PBF1	Q84K25	T4C21_230		AT3G60820	AT5G11980	21798944:0018:HT|21798944:0397:HT
P42742	Q8LAZ7	PBF1	CSN5B	T4C21_230	F19G10.12	AT3G60820	AT1G22920	21798944:0018:HT|21798944:0397:HT
P42742	Q945Q2	PBF1	Q945Q2	T4C21_230		AT3G60820	AT3G59090	24833385:0090:HT
P42742	Q9FIR9	PBF1	LSU2	T4C21_230		AT3G60820	AT5G24660	21798944:0018:HT|21798944:0397:HT
P42742	Q9FNR3	PBF1	EXO70E2	T4C21_230		AT3G60820	AT5G61010	21798944:0018:HT|21798944:0397:HT
P42742	Q9FVU9	PBF1	CSN5A	T4C21_230	F3I17.12	AT3G60820	AT1G71230	21798944:0018:HT
P42742	Q9LIK0	PBF1	PKP1	T4C21_230	F5N5.15	AT3G60820	AT3G22960	21798944:0018:HT|21798944:0397:HT
P42742	Q9LMN6	PBF1	WAK4	T4C21_230	F16F4.10	AT3G60820	AT1G21210	24833385:0090:HT
P42742	Q9SCK1	PBF1	T9C5.170	T4C21_230		AT3G60820	AT3G49580	21798944:0018:HT|21798944:0397:HT
P42742	Q9T003	PBF1	T12J5.30	T4C21_230		AT3G60820	AT4G35160	21798944:0018:HT|21798944:0397:HT
P42748	Q8VYD2	UBC4	Q8VYD2	MYC6.5		AT5G41340	AT2G25650	21798944:0018:HT|21798944:0397:HT
P42749	Q8VYD2	UBC5	Q8VYD2	F24D7.1|T12P18.18		AT1G63800	AT2G25650	21798944:0018:HT|21798944:0397:HT
P42751	Q0WNX9	CYCD1-1	KRP6	F20P5.7	MVI11.5	AT1G70210	AT3G19150	20407024:0018:LC|20407024:0090:LC|15464981:0018:LC
P42752	Q67Y93	CYCD2-1	KRP1	F14M13.11	F26B6.8	AT2G22490	AT2G23430	12569402:0018:LC|20407024:0090:LC
P42753	Q67Y93	CYCD3-1	KRP1	F28A23.80	F26B6.8	AT4G34160	AT2G23430	12569402:0018:LC|20407024:0090:LC|16766674:0112:LC|9753775:0096:LC|20407024:0018:LC|9753775:0018:LC
P42753	Q9SCR2	CYCD3-1	KRP2	F28A23.80	T3A5.10	AT4G34160	AT3G50630	20407024:0090:LC|10758489:0018:LC
P42760	Q9FFW6	GSTF6	JAL44	F22D16.7	MBB18.8	AT1G02930	AT5G38550	21798944:0018:HT|21798944:0397:HT
P42760	Q9SRY5	GSTF6	GSTF7	F22D16.7	F22D16.8	AT1G02930	AT1G02920	21798944:0018:HT|21798944:0397:HT
P42774	Q501B2	GBF1	BZIP16	C7A10_630		AT4G36730	AT2G35530	18315949:0018:LC|22718771:0018:LC
P42799	P42799	GSA1	GSA1	MBK5.3	MBK5.3	AT5G63570	AT5G63570	PDB_5HDM:0114:LC
P42801	P42801	IPS1	IPS1	T19P19.190	T19P19.190	AT4G39800	AT4G39800	21798944:0018:HT|21798944:0397:HT
P42801	Q38862	IPS1	IPS2	T19P19.190	T26C19.10	AT4G39800	AT2G22240	21798944:0018:HT|21798944:0397:HT
P42804	P42804	HEMA1	HEMA1	F19C14.9	F19C14.9	AT1G58290	AT1G58290	24753615:0096:LC|24753615:0114:LC
P42804	Q8L748	HEMA1	NUP107	F19C14.9	MAG2.7	AT1G58290	AT3G14120	15584960:0096:LC|22212719:0007:LC|26037924:0114:LC|12459457:0018:LC|26037924:0096:LC|15584960:0018:LC
P42804	Q8VZB5	HEMA1	F18O22_50	F19C14.9		AT1G58290	AT5G14260	21798944:0018:HT|21798944:0397:HT
P42804	Q9LU39	HEMA1	GLUTRBP	F19C14.9	MXL8.5	AT1G58290	AT3G21200	21798944:0018:HT|24753615:0096:LC|21798944:0397:HT|24753615:0114:LC
P42813	Q0WV96	RNS1	NAC001	T17M13.16	T25K16.1	AT2G02990	AT1G01010	21798944:0018:HT|21798944:0397:HT
P42813	Q8VZ95	RNS1	PVA11	T17M13.16	T4C21.10	AT2G02990	AT3G60600	21798944:0018:HT|21798944:0397:HT
P42813	Q8VZW1	RNS1	NIP1-1	T17M13.16	F13C5.200	AT2G02990	AT4G19030	21798944:0018:HT|21798944:0397:HT
P42813	Q94F58	RNS1	NAC089	T17M13.16	MWD9.7|T6G21.9	AT2G02990	AT5G22290	21798944:0018:HT|21798944:0397:HT
P42813	Q9SS37	RNS1	RTNLB8	T17M13.16	F14P13.14	AT2G02990	AT3G10260	21798944:0018:HT|21798944:0397:HT
P42818	Q8H1F2	ATPK1	RGS1	F17O14.20	MPE11.27|MPE11.28	AT3G08730	AT3G26090	21952135:0018:HT
P43254	P43254	COP1	COP1	T21L14.11	T21L14.11	AT2G32950	AT2G32950	11080276:0018:LC|9755158:0030:LC|9755158:0071:LC|8837504:0018:LC|9755158:0018:LC|24858936:0415:LC|11080276:0004:LC|18812498:0007:LC|17551013:0012:LC|18812498:0006:LC|15084749:0055:LC|21153370:0055:LC|25817546:0018:LC
P43254	Q39057	COP1	CO	T21L14.11	F14F8_220	AT2G32950	AT5G15840	18388858:0055:LC|18296627:0416:LC|18296627:0096:LC|18388858:0004:LC|18296627:0055:LC|18296627:0415:LC|18388858:0007:LC|18296627:0018:LC|18388858:0416:LC
P43254	Q43125	COP1	CRY1	T21L14.11	T3H13.14|T3H13.5	AT2G32950	AT4G08920	11752373:0018:LC|11752373:0019:LC|11752373:0007:LC|11509693:0019:LC|11509693:0663:LC|18252844:0018:LC|11752373:0096:LC|11752373:0004:LC
P43254	Q94BM7	COP1	SPA4	T21L14.11	F8L10.5	AT2G32950	AT1G53090	12887588:0018:LC|12887588:0019:LC|21798944:0096:HT|12887588:0007:LC|18812498:0006:LC|18812498:0007:LC|18812498:0004:LC|21798944:0397:HT
P43254	Q96524	COP1	CRY2	T21L14.11	F19P19.14	AT2G32950	AT1G04400	11509693:0006:LC|20624951:0809:LC|11509693:0019:LC|11509693:0018:LC|11509693:0004:LC
P43254	Q9FE22	COP1	HFR1	T21L14.11	T6A9.4|T6A9_13	AT2G32950	AT1G02340	17699755:0096:LC|15741320:0004:LC|15741320:0415:LC|15741320:0018:LC|15741320:0007:LC|15741320:0096:LC|15620659:0018:LC|15705947:0004:LC|17699755:0415:LC|15705947:0018:LC|15741320:0663:LC
P43254	Q9FN03	COP1	UVR8	T21L14.11	MGI19.7	AT2G32950	AT5G63860	24277841:0004:LC|19165148:0004:LC|25817546:0018:LC|19165148:0018:LC|24651064:0018:LC|25627067:0018:LC|24651064:0004:LC|22988111:0018:LC|19165148:0007:LC|23653191:0018:LC|19165148:0416:LC|25627067:0004:LC|21041653:0007:LC|19165148:0809:LC|24277841:0018:LC|19165148:0663:LC
P43254	Q9LJD7	COP1	COP10	T21L14.11	MRP15.21	AT2G32950	AT3G13550	16844902:0018:LC|11877375:0018:LC|18552200:0007:LC
P43254	Q9LJR3	COP1	SPA3	T21L14.11	K7L4.16	AT2G32950	AT3G15354	12887588:0018:LC|12887588:0019:LC|12887588:0007:LC|18812498:0006:LC|18812498:0007:LC|18812498:0004:LC
P43254	Q9SID1	COP1	BBX25	T21L14.11	T28P16.13	AT2G32950	AT2G31380	11226162:0018:LC|18796637:0055:LC|16925598:0055:LC|18796637:0415:LC
P43254	Q9SYX2	COP1	SPA1	T21L14.11	F11C10.3/F11C10.4	AT2G32950	AT2G46340	11461903:0018:LC|14597662:0004:LC|14597662:0401:LC|11461903:0007:LC|14597662:0071:LC|11461903:0096:LC|18812498:0006:LC|14597662:0007:LC|25744387:0004:LC|25744387:0018:LC|18812498:0004:LC|18812498:0007:LC|14597662:0018:LC|18812498:0401:LC
P43255	P45432	CSN8	CSN1	DL3095C	T20K12.40	AT4G14110	AT3G61140	9811788:0071:LC|11701877:0071:LC|8953769:0401:LC|8953769:0004:LC|12615944:0018:LC|9811788:0006:LC
P43255	Q8L5U0	CSN8	CSN4	DL3095C	MBD2.17	AT4G14110	AT5G42970	12615944:0018:LC|11854419:0071:LC|10521526:0018:LC
P43255	Q8LAZ7	CSN8	CSN5B	DL3095C	F19G10.12	AT4G14110	AT1G22920	9811788:0401:LC|9811788:0004:LC|11701877:0006:LC|11742986:0018:LC
P43255	Q8W575	CSN8	CSN3	DL3095C	F18O22.40	AT4G14110	AT5G14250	23762492:0401:LC|12615944:0018:LC|11742986:0018:LC
P43255	Q94JU3	CSN8	CSN7	DL3095C	T7I23.24|T7I23.25	AT4G14110	AT1G02090	12615944:0018:LC|10330469:0018:LC|21614643:0018:LC|11742986:0018:LC
P43255	Q9FVU9	CSN8	CSN5A	DL3095C	F3I17.12	AT4G14110	AT1G71230	9811788:0401:LC|9811788:0004:LC|11742986:0018:LC|21798944:0018:HT|21798944:0397:HT
