Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q8GZ22	Q9FMF5	Q8GZ22	RPT3		MSJ1.17	AT2G03430	AT5G64330	21798944:0018:HT|21798944:0397:HT
Q8GZ26	Q8VZS6	BRN2	GIP1	F21B7.8		AT1G03457	AT3G13222	21798944:0018:HT|21798944:0397:HT
Q8GZ26	Q9ASW4	BRN2	Q9ASW4	F21B7.8		AT1G03457	AT3G21215	21798944:0018:HT|21798944:0397:HT
Q8GZ29	Q8GZ29	Q8GZ29	Q8GZ29	T22N19.20|T22N19_20	T22N19.20|T22N19_20	LOCUS:2181630	LOCUS:2181630	PDB_6AVH:0114:LC
Q8GZ36	Q9FHQ3	Q8GZ36	HSP15.7		K12B20.120	AT2G02410	AT5G37670	21798944:0018:HT|21798944:0397:HT
Q8GZ36	Q9LIK0	Q8GZ36	PKP1		F5N5.15	AT2G02410	AT3G22960	21798944:0018:HT|21798944:0397:HT
Q8GZ70	Q9LII8	Q8GZ70	Q9LII8				AT3G27960	21798944:0397:HT
Q8GZ75	Q8H185	Q8GZ75	ARD4		MQD19.21	AT2G03780	AT5G43850	21952135:0018:HT
Q8GZ89	Q9LUF8	Q8GZ89	Q9LUF8			AT5G45095	AT5G50520|AT5G50630	24833385:0090:HT
Q8GZ89	Q9LW08	Q8GZ89	Q9LW08			AT5G45095	AT3G15710	24833385:0090:HT
Q8GZA8	Q8S8I2	ULT1	ULT2	F26K10.70	F5H14.2	AT4G28190	AT2G20825	23446032:0090:LC|25381352:0018:LC|25381352:0055:LC
Q8GZA8	Q9FVU9	ULT1	CSN5A	F26K10.70	F3I17.12	AT4G28190	AT1G71230	21798944:0018:HT|21798944:0397:HT
Q8GZM7	Q8GZM7	PIF1	PIF1	T2G17.2	T2G17.2	AT2G20180	AT2G20180	24179122:0090:LC|21928113:0018:LC|21928113:0007:LC
Q8GZM7	Q9FE22	PIF1	HFR1	T2G17.2	T6A9.4|T6A9_13	AT2G20180	AT1G02340	24179122:0018:LC|24179122:0090:LC|21928113:0018:LC|24179122:0004:LC
Q8H0T6	Q8L732	PPT2	Q8L732	F4P13.10		AT3G01550		21798944:0397:HT
Q8H0T6	Q8L7U0	PPT2	Q8L7U0	F4P13.10		AT3G01550	AT3G03330	24833385:0090:HT
Q8H0T6	Q8LCY3	PPT2	Q8LCY3	F4P13.10		AT3G01550	AT1G76185	24833385:0090:HT
Q8H0T6	Q8LEC2	PPT2	Q8LEC2	F4P13.10		AT3G01550	AT4G30500	24833385:0090:HT
Q8H0T6	Q8RY98	PPT2	Q8RY98	F4P13.10		AT3G01550	AT1G07860	24833385:0090:HT
Q8H0T6	Q8RYE2	PPT2	Q8RYE2	F4P13.10		AT3G01550	AT2G41705	24833385:0090:HT
Q8H0T6	Q8VY49	PPT2	LCV1	F4P13.10	T2G17.7	AT3G01550	AT2G20130	24833385:0090:HT
Q8H0T6	Q8VYS5	PPT2	TBL18	F4P13.10	T30C3.30	AT3G01550	AT4G25360	24833385:0090:HT
Q8H0T6	Q8VZU9	PPT2	DER1	F4P13.10	F17A13.150	AT3G01550	AT4G29330	24833385:0090:HT
Q8H0T6	Q93YP9	PPT2	Q93YP9	F4P13.10	F18O14.22	AT3G01550	AT1G19450	24833385:0090:HT
Q8H0T6	Q944J0	PPT2	Q944J0	F4P13.10	F14M13.3	AT3G01550	AT2G22425	24833385:0090:HT
Q8H0T6	Q94BX2	PPT2	Q94BX2	F4P13.10		AT3G01550	AT3G50910	21798944:0018:HT|21798944:0397:HT
Q8H0T6	Q94CG2	PPT2	BET12	F4P13.10	FCAALL.379	AT3G01550	AT4G14455	24833385:0090:HT
Q8H0T6	Q94F58	PPT2	NAC089	F4P13.10	MWD9.7|T6G21.9	AT3G01550	AT5G22290	21798944:0018:HT|21798944:0397:HT
Q8H0T6	Q9AST5	PPT2	Q9AST5	F4P13.10		AT3G01550	AT5G49540	24833385:0090:HT
Q8H0T6	Q9C7D7	PPT2	Q9C7D7	F4P13.10	F28J15.3	AT3G01550	AT3G12180	24833385:0090:HT
Q8H0T6	Q9C835	PPT2	CYP21-4	F4P13.10	T8E24.14	AT3G01550	AT3G66654	24833385:0090:HT
Q8H0T6	Q9FHB8	PPT2	Q9FHB8	F4P13.10		AT3G01550	AT5G52420	24833385:0090:HT
Q8H0T6	Q9FNH6	PPT2	NHL3	F4P13.10	MHF15.16	AT3G01550	AT5G06320	24833385:0090:HT
Q8H0T6	Q9LIN9	PPT2	Q9LIN9	F4P13.10		AT3G01550	AT3G26370	24833385:0090:HT
Q8H0T6	Q9LJK3	PPT2	LAG2	F4P13.10	MVI11.18	AT3G01550	AT3G19260	24833385:0090:HT
Q8H0T6	Q9LK55	PPT2	Q9LK55	F4P13.10		AT3G01550	AT3G13175	24833385:0090:HT
Q8H0T6	Q9LNM6	PPT2	Q9LNM6	F4P13.10		AT3G01550	AT1G34640	24833385:0090:HT
Q8H0T6	Q9LPN5	PPT2	F18K10.26	F4P13.10		AT3G01550	AT3G10640	24833385:0090:HT
Q8H0T6	Q9LSP7	PPT2	UBC32	F4P13.10	K14A17.7	AT3G01550	AT3G17000	24833385:0090:HT
Q8H0T6	Q9LUV2	PPT2	Q9LUV2	F4P13.10	MGD8.2	AT3G01550	AT3G17210	24833385:0090:HT
Q8H0T6	Q9LYI4	PPT2	F14F18_60	F4P13.10		AT3G01550	AT5G11890	24833385:0090:HT
Q8H0T6	Q9M2V7	PPT2	ABCG16	F4P13.10	T15C9.80	AT3G01550	AT3G55090	24833385:0090:HT
Q8H0T6	Q9SHI7	PPT2	UBC34	F4P13.10	F20D23.1	AT3G01550	AT1G17280	24833385:0090:HT
Q8H0T6	Q9SQT9	PPT2	AGP27	F4P13.10	F24P17.17	AT3G01550	AT3G06360	24833385:0090:HT
Q8H0T6	Q9SU67	PPT2	ARAC8	F4P13.10	T17F15.90	AT3G01550	AT3G48040	24833385:0090:HT
Q8H0T6	Q9SX96	PPT2	F16N3.6	F4P13.10		AT3G01550	AT1G47640	24833385:0090:HT
Q8H0T6	Q9SZG0	PPT2	HHP4	F4P13.10	F19F18.170	AT3G01550	AT4G37680	24833385:0090:HT
Q8H0T6	Q9SZP6	PPT2	F20M13.250	F4P13.10		AT3G01550	AT4G38690	24833385:0090:HT
Q8H0T6	Q9SZT7	PPT2	F6G17.20	F4P13.10		AT3G01550	AT4G37370	24833385:0090:HT
Q8H0T6	Q9XIF4	PPT2	TRX7	F4P13.10	F23H11.5	AT3G01550	AT1G59730	24833385:0090:HT
Q8H0T6	Q9ZPY4	PPT2	Q9ZPY4	F4P13.10		AT3G01550	AT2G46550	21798944:0018:HT
Q8H0U2	Q8RYE2	Q8H0U2	Q8RYE2			AT2G12400	AT2G41705	24833385:0090:HT
Q8H0U2	Q944J0	Q8H0U2	Q944J0		F14M13.3	AT2G12400	AT2G22425	24833385:0090:HT
Q8H0U2	Q94CG2	Q8H0U2	BET12		FCAALL.379	AT2G12400	AT4G14455	24833385:0090:HT
Q8H0U2	Q94K66	Q8H0U2	ELIP2		DL3385W|FCAALL.232	AT2G12400	AT4G14690	24833385:0090:HT
Q8H0U2	Q9AST5	Q8H0U2	Q9AST5			AT2G12400	AT5G49540	24833385:0090:HT
Q8H0U2	Q9C7D7	Q8H0U2	Q9C7D7		F28J15.3	AT2G12400	AT3G12180	24833385:0090:HT
Q8H0U2	Q9C835	Q8H0U2	CYP21-4		T8E24.14	AT2G12400	AT3G66654	24833385:0090:HT
Q8H0U2	Q9FHB8	Q8H0U2	Q9FHB8			AT2G12400	AT5G52420	24833385:0090:HT
Q8H0U2	Q9FNH6	Q8H0U2	NHL3		MHF15.16	AT2G12400	AT5G06320	24833385:0090:HT
Q8H0U2	Q9LK55	Q8H0U2	Q9LK55			AT2G12400	AT3G13175	24833385:0090:HT
Q8H0U2	Q9LSP7	Q8H0U2	UBC32		K14A17.7	AT2G12400	AT3G17000	24833385:0090:HT
Q8H0U2	Q9SHI7	Q8H0U2	UBC34		F20D23.1	AT2G12400	AT1G17280	24833385:0090:HT
Q8H0U2	Q9SJE9	Q8H0U2	ALMT1		T27G7.11	AT2G12400	AT1G08430	24833385:0090:HT
Q8H0U2	Q9SX96	Q8H0U2	F16N3.6			AT2G12400	AT1G47640	24833385:0090:HT
Q8H0U2	Q9SZG0	Q8H0U2	HHP4		F19F18.170	AT2G12400	AT4G37680	24833385:0090:HT
Q8H0U2	Q9SZT7	Q8H0U2	F6G17.20			AT2G12400	AT4G37370	24833385:0090:HT
Q8H0V5	Q8H115	OCP3	NAC102	F2I11.160	MBK5.27	AT5G11270	AT5G63790	21798944:0018:HT|21798944:0397:HT
Q8H0V5	Q8H1S2	OCP3	Q8H1S2	F2I11.160		AT5G11270	AT4G25920	21798944:0018:HT|21798944:0397:HT
Q8H0V5	Q8L7I1	OCP3	Q8L7I1	F2I11.160	F25I24.140|F8M12.7	AT5G11270	AT4G10930	21798944:0018:HT|21798944:0397:HT
Q8H0V5	Q8RY59	OCP3	RCD1	F2I11.160	F3C3.1	AT5G11270	AT1G32230	21798944:0018:HT|21798944:0397:HT
Q8H0W6	Q8L745	Q8H0W6	Q8L745				AT5G42220	21798944:0397:HT
Q8H0W6	Q8VZW1	Q8H0W6	NIP1-1		F13C5.200		AT4G19030	21798944:0397:HT
Q8H0W6	Q94F58	Q8H0W6	NAC089		MWD9.7|T6G21.9		AT5G22290	21798944:0397:HT
Q8H0X2	Q8H0X2	Q8H0X2	Q8H0X2			AT1G18660	AT1G18660	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q8LGS1	Q8H0X2	MARD1		F16M2.6	AT1G18660	AT3G63210	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q8RY59	Q8H0X2	RCD1		F3C3.1	AT1G18660	AT1G32230	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q93Z00	Q8H0X2	TCP14		F1P2.170	AT1G18660	AT3G47620	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q9FTA2	Q8H0X2	TCP21		F8L15.60	AT1G18660	AT5G08330	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q9LVI4	Q8H0X2	TIFY6B		MEB5.8	AT1G18660	AT3G17860	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q9LYC2	Q8H0X2	Q9LYC2		T20O10.100	AT1G18660	AT3G63000	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q9M336	Q8H0X2	UPP		F5K20.200	AT1G18660	AT3G53900	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q9SJ56	Q8H0X2	BLH1		F11F19.15	AT1G18660	AT2G35940	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q9STS3	Q8H0X2	APC8		T24C20.30	AT1G18660	AT3G48150	21798944:0018:HT|21798944:0397:HT
Q8H0X2	Q9XHZ3	Q8H0X2	UREF		F8K7.27|T26F17.5	AT1G18660	AT1G21840	21798944:0018:HT|21798944:0397:HT
Q8H101	Q8H129	Q8H101	PAP3		F10B6.10	AT1G10660	AT1G14700	24833385:0090:HT
Q8H101	Q8L9S0	Q8H101	Q8L9S0		F28N24.23	AT1G10660	AT1G29060	24833385:0090:HT
Q8H101	Q8LD98	Q8H101	Q8LD98			AT1G10660	AT1G65690	24833385:0090:HT
Q8H101	Q8RY98	Q8H101	Q8RY98			AT1G10660	AT1G07860	24833385:0090:HT
Q8H101	Q8RYE2	Q8H101	Q8RYE2			AT1G10660	AT2G41705	24833385:0090:HT
Q8H101	Q8VYS5	Q8H101	TBL18		T30C3.30	AT1G10660	AT4G25360	24833385:0090:HT
Q8H101	Q93ZH9	Q8H101	HHP1		F5O24.160	AT1G10660	AT5G20270	24833385:0090:HT
Q8H101	Q94CG2	Q8H101	BET12		FCAALL.379	AT1G10660	AT4G14455	24833385:0090:HT
Q8H101	Q94K72	Q8H101	Q94K72			AT1G10660	AT1G16170	24833385:0090:HT
Q8H101	Q9AST5	Q8H101	Q9AST5			AT1G10660	AT5G49540	24833385:0090:HT
Q8H101	Q9C7D7	Q8H101	Q9C7D7		F28J15.3	AT1G10660	AT3G12180	24833385:0090:HT
Q8H101	Q9C835	Q8H101	CYP21-4		T8E24.14	AT1G10660	AT3G66654	24833385:0090:HT
Q8H101	Q9FNH6	Q8H101	NHL3		MHF15.16	AT1G10660	AT5G06320	24833385:0090:HT
Q8H101	Q9LMN8	Q8H101	WAK3		F16F4.8	AT1G10660	AT1G21240	24833385:0090:HT
Q8H101	Q9LNM6	Q8H101	Q9LNM6			AT1G10660	AT1G34640	24833385:0090:HT
Q8H101	Q9LPN5	Q8H101	F18K10.26			AT1G10660	AT3G10640	24833385:0090:HT
Q8H101	Q9M0V8	Q8H101	Q9M0V8			AT1G10660	AT4G05370	24833385:0090:HT
Q8H101	Q9SHI7	Q8H101	UBC34		F20D23.1	AT1G10660	AT1G17280	24833385:0090:HT
Q8H101	Q9SX96	Q8H101	F16N3.6			AT1G10660	AT1G47640	24833385:0090:HT
Q8H101	Q9SZG0	Q8H101	HHP4		F19F18.170	AT1G10660	AT4G37680	24833385:0090:HT
Q8H106	Q949S4	PTEN2B	Q949S4	F3A4.190		AT3G50110	AT1G14340	21798944:0018:HT|21798944:0397:HT
Q8H106	Q9LIC6	PTEN2B	PRA1F3	F3A4.190	MMM17.14	AT3G50110	AT3G13720	21798944:0018:HT|21798944:0397:HT
Q8H106	Q9SZZ4	PTEN2B	L73G19.40	F3A4.190		AT3G50110	AT4G25660	21798944:0397:HT
Q8H107	Q9LII8	Q8H107	Q9LII8	F10M23.250		AT4G26910	AT3G27960	21798944:0018:HT|21798944:0397:HT
Q8H111	Q8RWY4	NLP1	NLP6	F6P23.15|T23A1	F1N19.10	AT2G17150	AT1G64530	21798944:0018:HT|21798944:0397:HT
Q8H111	Q9SB65	NLP1	F22K18.100	F6P23.15|T23A1		AT2G17150	AT4G24700	21798944:0018:HT|21798944:0397:HT
Q8H112	Q8L9S0	PGRL1A	Q8L9S0	F7H19.70	F28N24.23	AT4G22890	AT1G29060	24833385:0090:HT
Q8H112	Q944J0	PGRL1A	Q944J0	F7H19.70	F14M13.3	AT4G22890	AT2G22425	24833385:0090:HT
Q8H112	Q9C7D7	PGRL1A	Q9C7D7	F7H19.70	F28J15.3	AT4G22890	AT3G12180	24833385:0090:HT
Q8H112	Q9LMN8	PGRL1A	WAK3	F7H19.70	F16F4.8	AT4G22890	AT1G21240	24833385:0090:HT
Q8H112	Q9LPR6	PGRL1A	TET11	F7H19.70	F15H18.1	AT4G22890	AT1G18520	24833385:0090:HT
Q8H112	Q9SHI7	PGRL1A	UBC34	F7H19.70	F20D23.1	AT4G22890	AT1G17280	24833385:0090:HT
Q8H112	Q9SVG8	PGRL1A	F21C20.140	F7H19.70		AT4G22890	AT4G20790	24833385:0090:HT
Q8H112	Q9SZG0	PGRL1A	HHP4	F7H19.70	F19F18.170	AT4G22890	AT4G37680	24833385:0090:HT
Q8H112	Q9SZP6	PGRL1A	F20M13.250	F7H19.70		AT4G22890	AT4G38690	24833385:0090:HT
Q8H115	Q9FY93	NAC102	NAC083	MBK5.27	T19L5.140	AT5G63790	AT5G13180	21798944:0018:HT|21798944:0096:HT|21798944:0397:HT
Q8H118	Q93WB8	Q8H118	Q93WB8	MLM24.3		AT3G23300	AT3G13410	24833385:0090:HT
Q8H124	Q949S4	Q8H124	Q949S4	T31E10.20		AT2G34460	AT1G14340	21798944:0018:HT|21798944:0397:HT
Q8H124	Q9C889	Q8H124	PRA1F2	T31E10.20	F7A10.20	AT2G34460	AT1G55190	21798944:0018:HT|21798944:0397:HT
Q8H124	Q9LIC6	Q8H124	PRA1F3	T31E10.20	MMM17.14	AT2G34460	AT3G13720	21798944:0018:HT|21798944:0397:HT
Q8H124	Q9SZZ4	Q8H124	L73G19.40	T31E10.20		AT2G34460	AT4G25660	21798944:0018:HT|21798944:0397:HT
Q8H129	Q8H157	PAP3	NPF4.6	F10B6.10	T17F3.12	AT1G14700	AT1G69850	24833385:0090:HT
Q8H129	Q8H199	PAP3	CRK14	F10B6.10	F21P8.110	AT1G14700	AT4G23220	24833385:0090:HT
Q8H129	Q8L7W1	PAP3	MSL3	F10B6.10	F16M22.2|T18I24.11	AT1G14700	AT1G58200	24833385:0090:HT
Q8H129	Q8LBF7	PAP3	SWEET7	F10B6.10	F25I24.60|F8M12.20	AT1G14700	AT4G10850	24833385:0090:HT
Q8H129	Q8RWS9	PAP3	CNGC5	F10B6.10	MTI20.20	AT1G14700	AT5G57940	24833385:0090:HT
Q8H129	Q8RXK1	PAP3	DTX23	F10B6.10	F9L11.22|T9L6.14	AT1G14700	AT1G33080	24833385:0090:HT
Q8H129	Q8RY17	PAP3	WAKL22	F10B6.10	F20B17_27	AT1G14700	AT1G79670	24833385:0090:HT
Q8H129	Q8RY67	PAP3	WAKL14	F10B6.10	F26B6.10	AT1G14700	AT2G23450	24833385:0090:HT
Q8H129	Q8VY59	PAP3	Q8VY59	F10B6.10		AT1G14700	AT3G27200	24833385:0090:HT
Q8H129	Q8VZ58	PAP3	Q8VZ58	F10B6.10		AT1G14700	AT5G60750	24833385:0090:HT
Q8H129	Q8VZR6	PAP3	INT1	F10B6.10	T1O24.7	AT1G14700	AT2G43330	24833385:0090:HT
Q8H129	Q8VZR7	PAP3	NPF5.1	F10B6.10	T2P4.19	AT1G14700	AT2G40460	24833385:0090:HT
Q8H129	Q8W037	PAP3	NIP2-1	F10B6.10	T31E10.27	AT1G14700	AT2G34390	24833385:0090:HT
Q8H129	Q8W4I4	PAP3	POT6	F10B6.10	F17O7.17	AT1G14700	AT1G70300	24833385:0090:HT
Q8H129	Q8W4R6	PAP3	Q8W4R6	F10B6.10		AT1G14700	AT3G27770	24833385:0090:HT
Q8H129	Q93YS4	PAP3	ABCG22	F10B6.10	F15M7.6	AT1G14700	AT5G06530	24833385:0090:HT
Q8H129	Q941L0	PAP3	CESA3	F10B6.10	K2A11.4	AT1G14700	AT5G05170	24833385:0090:HT
Q8H129	Q945Q2	PAP3	Q945Q2	F10B6.10		AT1G14700	AT3G59090	24833385:0090:HT
Q8H129	Q94CK0	PAP3	Q94CK0	F10B6.10		AT1G14700	AT5G12420	24833385:0090:HT
Q8H129	Q94HV7	PAP3	T4M14.12	F10B6.10		AT1G14700	AT1G59560	24833385:0090:HT
Q8H129	Q94KB7	PAP3	MLO6	F10B6.10	T25B24.9	AT1G14700	AT1G61560	24833385:0090:HT
Q8H129	Q9ASS4	PAP3	Q9ASS4	F10B6.10	K23F3.10|MJE7.1	AT1G14700	AT5G48380	24833385:0090:HT
Q8H129	Q9C654	PAP3	PUP22	F10B6.10	F13D13.2|T15M6	AT1G14700	AT1G57980	24833385:0090:HT
Q8H129	Q9C794	PAP3	F10D13_10	F10B6.10		AT1G14700	AT1G69430	24833385:0090:HT
Q8H129	Q9C893	PAP3	F7A10.19	F10B6.10		AT1G14700	AT1G55230	24833385:0090:HT
Q8H129	Q9C8G5	PAP3	ERD4	F10B6.10	T4K22.4	AT1G14700	AT1G30360	24833385:0090:HT
Q8H129	Q9C8J8	PAP3	ABCG13	F10B6.10	F5D21.8	AT1G14700	AT1G51460	24833385:0090:HT
Q8H129	Q9C8W1	PAP3	T22A15.3	F10B6.10		AT1G14700	AT1G36050	24833385:0090:HT
Q8H129	Q9FEP7	PAP3	SULTR13	F10B6.10	F2E2.22	AT1G14700	AT1G22150	24833385:0090:HT
Q8H129	Q9FLW0	PAP3	Q9FLW0	F10B6.10	MZF18.11	AT1G14700	AT5G24010	24833385:0090:HT
Q8H129	Q9FMD7	PAP3	Q9FMD7	F10B6.10	MTG13.3	AT1G14700	AT5G16590	24833385:0090:HT
Q8H129	Q9FN92	PAP3	Q9FN92	F10B6.10	T5I8.2	AT1G14700	AT5G59700	24833385:0090:HT
Q8H129	Q9FVT5	PAP3	T8L23.15	F10B6.10		AT1G14700	AT1G57680	24833385:0090:HT
Q8H129	Q9LDR2	PAP3	CNGC19	F10B6.10	MKP6.27	AT1G14700	AT3G17690	24833385:0090:HT
Q8H129	Q9LIP1	PAP3	Q9LIP1	F10B6.10		AT1G14700	AT3G26350	24833385:0090:HT
Q8H129	Q9LJY0	PAP3	PRK4	F10B6.10	MAL21.21	AT1G14700	AT3G20190	24833385:0090:HT
Q8H129	Q9LPD5	PAP3	T12C22.23	F10B6.10		AT1G14700	AT1G44960	24833385:0090:HT
Q8H129	Q9LRB5	PAP3	LHT2	F10B6.10	F21J9.6	AT1G14700	AT1G24400	24833385:0090:HT
Q8H129	Q9LS42	PAP3	CASP	F10B6.10	MYF24.37	AT1G14700	AT3G18480	24833385:0090:HT
Q8H129	Q9LT96	PAP3	Q9LT96	F10B6.10	K2I5.14	AT1G14700	AT5G49770	24833385:0090:HT
Q8H129	Q9LTX5	PAP3	Q9LTX5	F10B6.10		AT1G14700	AT5G49950	24833385:0090:HT
Q8H129	Q9LU58	PAP3	Q9LU58	F10B6.10		AT1G14700	AT5G51160	24833385:0090:HT
Q8H129	Q9LU76	PAP3	Q9LU76	F10B6.10		AT1G14700	AT5G57100	24833385:0090:HT
Q8H129	Q9LUZ4	PAP3	Q9LUZ4	F10B6.10	MZN1.16|MZN1.8	AT1G14700	AT5G58620	24833385:0090:HT
Q8H129	Q9LXA5	PAP3	LECRK91	F10B6.10	F12B17.120	AT1G14700	AT5G10530	24833385:0090:HT
Q8H129	Q9LYK2	PAP3	NRT2.7	F10B6.10	T15N1.60	AT1G14700	AT5G14570	24833385:0090:HT
Q8H129	Q9M021	PAP3	LECRK62	F10B6.10	F7A7.60	AT1G14700	AT5G01540	24833385:0090:HT
Q8H129	Q9M0I6	PAP3	EMB1923	F10B6.10		AT1G14700	AT4G28210	24833385:0090:HT
Q8H129	Q9M1G4	PAP3	LECRK15	F10B6.10	F9K21.10	AT1G14700	AT3G45430	24833385:0090:HT
Q8H129	Q9M1V9	PAP3	F16M2_160	F10B6.10		AT1G14700	AT3G63310	24833385:0090:HT
Q8H129	Q9M2V7	PAP3	ABCG16	F10B6.10	T15C9.80	AT1G14700	AT3G55090	24833385:0090:HT
Q8H129	Q9M3B3	PAP3	F2K15.50	F10B6.10		AT1G14700	AT3G49190	24833385:0090:HT
Q8H129	Q9M8T0	PAP3	Q9M8T0	F10B6.10	F13E7.17	AT1G14700	AT3G02880	24833385:0090:HT
Q8H129	Q9M9U3	PAP3	F6A14.17	F10B6.10		AT1G14700	AT1G18720	24833385:0090:HT
Q8H129	Q9M9V7	PAP3	NPF2.9	F10B6.10	F6A14.2	AT1G14700	AT1G18880	24833385:0090:HT
Q8H129	Q9MA83	PAP3	T12H1.33	F10B6.10		AT1G14700	AT3G05360	24833385:0090:HT
Q8H129	Q9S701	PAP3	T16B5.7	F10B6.10		AT1G14700	AT1G10790	24833385:0090:HT
Q8H129	Q9SAH1	PAP3	F23A5.25	F10B6.10		AT1G14700	AT1G80890	24833385:0090:HT
Q8H129	Q9SF17	PAP3	F26K24.10	F10B6.10		AT1G14700	AT3G11810	24833385:0090:HT
Q8H129	Q9SN06	PAP3	F3A4.200	F10B6.10		AT1G14700	AT3G50120	24833385:0090:HT
Q8H129	Q9SNA0	PAP3	F18L15.90	F10B6.10		AT1G14700	AT3G46370	24833385:0090:HT
Q8H129	Q9SRW4	PAP3	F20H23.8	F10B6.10		AT1G14700	AT3G03870	24833385:0090:HT
Q8H129	Q9SSR2	PAP3	F6D8.18	F10B6.10		AT1G14700	AT1G52600	24833385:0090:HT
Q8H129	Q9SUP0	PAP3	Q9SUP0	F10B6.10	F9F13.40	AT1G14700	AT4G20390	24833385:0090:HT
Q8H129	Q9SX83	PAP3	DTX33	F10B6.10	F16N3.20	AT1G14700	AT1G47530	24833385:0090:HT
Q8H129	Q9SXA7	PAP3	T28P6.13	F10B6.10		AT1G14700	AT1G11210	24833385:0090:HT
Q8H129	Q9SY89	PAP3	Q9SY89	F10B6.10	T25B24.4	AT1G14700	AT1G61610	24833385:0090:HT
Q8H129	Q9SYK5	PAP3	F3F20.9	F10B6.10		AT1G14700	AT1G05640	24833385:0090:HT
Q8H129	Q9SYS7	PAP3	CRK39	F10B6.10	F4H6.4|T26N6.15	AT1G14700	AT4G04540	24833385:0090:HT
Q8H129	Q9ZPR4	PAP3	MRS2-5	F10B6.10	F19B11.7	AT1G14700	AT2G03620	24833385:0090:HT
Q8H129	Q9ZR79	PAP3	LECRK57	F10B6.10	F24G16.10|T16L24.290	AT1G14700	AT3G59740	24833385:0090:HT
Q8H129	Q9ZV02	PAP3	SWEET9	F10B6.10	T7F6.23	AT1G14700	AT2G39060	24833385:0090:HT
Q8H133	Q8VXX1	PLP8	Q8VXX1	F27B13.40		AT4G29800	AT4G13530	24833385:0090:HT
Q8H133	Q9LIN9	PLP8	Q9LIN9	F27B13.40		AT4G29800	AT3G26370	24833385:0090:HT
Q8H156	Q9LMK7	RAN3	RANBP1A	MCO15.14	F10K1.15	AT5G55190	AT1G07140	21798944:0018:HT|9025305:0018:LC|21798944:0397:HT
Q8H156	Q9SJH7	RAN3	CSY3	MCO15.14	F7D19.21	AT5G55190	AT2G42790	21798944:0397:HT
Q8H157	Q8L9S0	NPF4.6	Q8L9S0	T17F3.12	F28N24.23	AT1G69850	AT1G29060	24833385:0090:HT
Q8H157	Q8RY98	NPF4.6	Q8RY98	T17F3.12		AT1G69850	AT1G07860	24833385:0090:HT
Q8H157	Q8VZ95	NPF4.6	PVA11	T17F3.12	T4C21.10	AT1G69850	AT3G60600	21798944:0018:HT|21798944:0397:HT
Q8H157	Q94F23	NPF4.6	F17L21.8	T17F3.12		AT1G69850	AT1G27290	24833385:0090:HT
Q8H157	Q9AST5	NPF4.6	Q9AST5	T17F3.12		AT1G69850	AT5G49540	24833385:0090:HT
Q8H157	Q9C7D7	NPF4.6	Q9C7D7	T17F3.12	F28J15.3	AT1G69850	AT3G12180	24833385:0090:HT
Q8H157	Q9C835	NPF4.6	CYP21-4	T17F3.12	T8E24.14	AT1G69850	AT3G66654	24833385:0090:HT
Q8H157	Q9FHB8	NPF4.6	Q9FHB8	T17F3.12		AT1G69850	AT5G52420	24833385:0090:HT
Q8H157	Q9FNH6	NPF4.6	NHL3	T17F3.12	MHF15.16	AT1G69850	AT5G06320	24833385:0090:HT
Q8H157	Q9M0V8	NPF4.6	Q9M0V8	T17F3.12		AT1G69850	AT4G05370	24833385:0090:HT
Q8H157	Q9M2Z4	NPF4.6	MSBP2	T17F3.12	T21J18.160	AT1G69850	AT3G48890	24833385:0090:HT
Q8H157	Q9SHI7	NPF4.6	UBC34	T17F3.12	F20D23.1	AT1G69850	AT1G17280	24833385:0090:HT
Q8H157	Q9SX96	NPF4.6	F16N3.6	T17F3.12		AT1G69850	AT1G47640	24833385:0090:HT
Q8H157	Q9SYY4	NPF4.6	HOS3	T17F3.12	AP22.81|C7A10.530	AT1G69850	AT4G36830	24833385:0090:HT
Q8H157	Q9SZG0	NPF4.6	HHP4	T17F3.12	F19F18.170	AT1G69850	AT4G37680	24833385:0090:HT
Q8H157	Q9SZT7	NPF4.6	F6G17.20	T17F3.12		AT1G69850	AT4G37370	24833385:0090:HT
Q8H157	Q9XIF4	NPF4.6	TRX7	T17F3.12	F23H11.5	AT1G69850	AT1G59730	24833385:0090:HT
Q8H174	Q93YR9	IAA31	ARF16	MKP6.16	F6G3.110	AT3G17600	AT4G30080	28650476:1356:LC|21798944:0018:HT|21798944:0397:HT
Q8H174	Q9C5X0	IAA31	IAA34	MKP6.16	T15D22.10	AT3G17600	AT1G15050	28650476:1356:LC|21734647:0018:LC
Q8H174	Q9FGV1	IAA31	ARF8	MKP6.16	K15O15.5	AT3G17600	AT5G37020	21734647:0018:LC|25566309:0018:LC
